comment,comment_clean,label,label_id,rate
"Tem mác đầy đủ,đóng gói cẩn thận chắc chắn,mua sạc dự phòng của shop nhiều lần rồi nên rất yên tâm.","tem mác đầy_đủ , đóng_gói cẩn_thận chắc_chắn , mua sạc dự_phòng của shop nhiều lần rồi nên rất yên_tâm",POS,1,5
Quai dép hơi thô.,quai dép hơi thô,NEU,2,3
Đồ khi giao tới hơi hôi.,đồ khi giao tới hơi hôi,NEG,0,1
Shop rất có tâm khi báo trc là có chương trình khuyến mãi sau 3 ngày nhưng vội quá mình cứ lấy luôn tại ko chờ để mua hàng sale dc.,shop rất có tâm khi báo trc là có chương_trình khuyến_mãi sau 3 ngày nhưng vội quá mình cứ lấy luôn tại không chờ để mua hàng sale được,POS,1,5
Ban đầu cho 3 sao.,ban_đầu cho 3 sao,NEG,0,1
Tấm ghép chuồng siêu đẹp và chắc chắn.,tấm ghép chuồng siêu đẹp và chắc_chắn,POS,1,5
Thực sự thấu k hài lòng.,thực_sự thấu không hài_lòng,NEU,2,3
Nhưng không đáng kể.,nhưng không đáng_kể,NEU,2,3
Chất lượng như giá tiền.,chất_lượng như giá tiền,NEU,2,3
"Mình mua 5 voucher, 1 combo 2 và 3 lẻ.","mình mua 5 voucher , 1 combo 2 và 3 lẻ",NEU,2,3
Sản phẩm giống hình chụp!,sản_phẩm giống hình chụp !,NEU,2,3
máo mặc hơi ngứa còn lại mẫu thì ổn.,máo mặc hơi ngứa còn lại mẫu thì ổn,POS,1,5
Màu không giống trong ảnh.,màu không giống trong ảnh,NEG,0,2
Mong Lsau shop cẩn thận hơn.,mong lsau shop cẩn_thận hơn,NEU,2,3
Thời gian shop gửi hàng tạm được.,thời_gian shop gửi hàng tạm được,NEU,2,3
Cực đẹp với giá tiền.,cực đẹp với giá tiền,POS,1,4
Áo y hình nhưng chất hơi xấu.,áo y hình nhưng chất hơi xấu,NEU,2,3
Chất lượng sản phẩm tạm được Đóng gói sản phẩm tạm được Thời gian giao hàng tạm được Shop phục vụ rất tốt Không đáng tiền.,chất_lượng sản_phẩm tạm được đóng_gói sản_phẩm tạm được thời_gian giao hàng tạm được shop phục_vụ rất tốt không xứng_đáng,POS,1,5
Sản phẩm rất chất lượng.,sản_phẩm rất chất_lượng,POS,1,5
Quá tệ shop ạ.,quá tệ shop ạ,NEG,0,1
Mua 2 cái giống nhau khác màu gửi 2 cái khác hẳng kiểu với chất lượng.,mua 2 cái giống nhau khác màu gửi 2 cái khác hẳng kiểu với chất_lượng,NEG,0,1
là con gái nhưng shop ko chọn hình đc. nên nhận đc toàn hình đen xì. ko có chút màu nào.,là con_gái nhưng shop không chọn hình được . nên nhận được toàn hình đen xì . không có chút màu nào,NEG,0,1
Mua nhiều mà làm ăn chán.,mua nhiều mà làm_ăn chán,NEG,0,1
"Vải dày dặn nhưng k mịn lắm, hơi xù.","vải dày_dặn nhưng không mịn lắm , hơi xù",NEU,2,3
Nhưng hài lòng về châtd lượng.,nhưng hài_lòng về châtd_lượng,POS,1,5
Lại còn được tặng thêm 1 gói kem dưỡng da mặt IOPE nữa.tks shop nhiều !,lại còn được tặng thêm 1 gói kem dưỡng da mặt iope nữa . tks shop nhiều !,POS,1,5
Thanks shop!,thanks shop !,POS,1,4
Hộp rất đẹp.,hộp rất đẹp,POS,1,4
"Giá tốt, áo xinh, bạn nào có ngực mặc áo cài trước gom ngực đẹp.","giá tốt , áo xinh , bạn nào có ngực mặc áo cài trước gom ngực đẹp",POS,1,5
"Áo rất đẹp ạ, dáng rộng mặc rất thoải mái.","áo rất đẹp ạ , dáng rộng mặc rất thoải_mái",POS,1,4
Làm ăn có tâm tí nhé :) Shop phục vụ rất kém.,làm_ăn có tâm tí nhé shop phục_vụ rất kém,NEG,0,1
Mua 1 lần cả chục bộ để đem đi du học.,mua 1 lần cả chục bộ để đem đi du_học,POS,1,5
"Chất đẹp mỗi tội may hơi tiết kiệm vải, ngắn quá Trời.","chất đẹp mỗi tội may hơi tiết_kiệm vải , ngắn quá trời",NEG,0,2
Giao ko đúng mầu lại còn bị rách sau lưng nữa chứ Ko đáng tiền.,giao không đúng mầu lại còn bị rách sau lưng nữa chứ không xứng_đáng,NEG,0,1
Mình chủ đông xin đổi hang và chịu phí ship thì dc tl n.,mình chủ đông xin đổi hang và chịu phí ship thì được tl n,NEG,0,2
Chất lượng sản phẩm tạm đc phù hợp giá tiền.,chất_lượng sản_phẩm tạm được phù_hợp giá tiền,POS,1,4
Chất lượng bt phù hợp với giá tiền.,chất_lượng bt phù_hợp với giá tiền,NEU,2,3
May nhỏ xay k duoc.,may nhỏ xay không duoc,NEG,0,1
Toi thich san pham.,toi thich san pham,POS,1,5
Áo này hơi mỏng nhưng phù hợp giá.,áo này hơi mỏng nhưng phù_hợp giá,NEU,2,3
Được so với giá.,được so với giá,NEU,2,3
Ok Nhưng giao hàng hơi chậm.,ok nhưng giao hàng hơi chậm,POS,1,4
"Size giày rộng hơn bth 36=37 ,không mang được dài như cái sõng lại rộng phần trước ngón, có vẻ giống form nam.","size giày rộng hơn bth 36 37 , không mang được dài như cái sõng lại rộng phần trước ngón , có vẻ giống form nam",NEU,2,3
Túi đựng cũng xinh lắm ý.,túi đựng cũng xinh lắm ý,POS,1,4
Mua 1 áo rồi mua thêm lần nữa vì dáng qá đẹp vải lại tốt và mátt giặt không bị bông vải.,mua 1 áo rồi mua thêm lần nữa vì dáng qá đẹp vải lại tốt và mátt giặt không bị bông vải,POS,1,5
Lướt shopee nhìn giá ..... mình nghĩ nó rẻ vậy chắc chẳng ra gì .,lươ tôi shopee nhi n gia . mi nh nghi no re vâ y chă c chă ng ra gi,NEG,0,2
Váy rất ngắn.,váy rất ngắn,NEG,0,1
Vì giá rẻ.,vì giá rẻ,NEU,2,3
"Form đẹp, nhưng màu vải trắng tinh nên nhìn ko thích lắm.","form đẹp , nhưng màu vải trắng_tinh nên nhìn không thích lắm",NEU,2,3
Mặc êm nhưng mặc 34 lấy size s hơi chật.,mặc êm nhưng mặc 34 lấy size s hơi chật,NEG,0,2
Áo đẹp lắm nha.,áo đẹp lắm nha,POS,1,5
"Giao bị sai đơn hàng, shop liên hệ mình với nhé.","giao bị sai đơn hàng , shop liên_hệ mình với nhé",NEU,2,3
Giá rẻ nhất shopee có thể😂😂.,giá rẻ nhất shopee có_thể,POS,1,4
Dây dài mà vòng tay tui lại nhỏ.,dây dài mà vòng_tay tui lại nhỏ,NEU,2,3
"Chat lieu vai rat cứng, áo k dc rộng như hình chụp.","chat lieu vai rat cứng , áo không được rộng như hình chụp",NEG,0,1
Chúc shop buôn may bán đắt <3.,chúc shop buôn may bán đắt 3,POS,1,5
Sản phẩm chất lượng không được đẹp vải xấu.,sản_phẩm_chất_lượng không được đẹp vải xấu,NEU,2,3
"Đóng gói kém, ảnh rách, hộp bị méo.","đóng_gói kém , ảnh rách , hộp bị méo",NEU,2,3
Mình hỏi mà trả lời mất dạy lắm.,mình hỏi mà trả_lời mất_dạy lắm,NEG,0,1
Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Sản phẫm khá vừa ý vì hơi nhỏ so với dự kiến.,shop phục_vụ rất tốt thời_gian giao hàng rất nhanh sản phẫm khá vừa_ý vì hơi nhỏ so với dự_kiến,POS,1,4
Đây đúng hơn là son màu có dưỡng ẩm.,đây đúng hơn là son màu có dưỡng ẩm,NEG,0,2
"Đế dán keo nhìn ko chắc lắm, Thời gian giao hàng nhanh.","đế dán keo nhìn không chắc lắm , thời_gian giao hàng nhanh",POS,1,4
Nói chung rất ưng sẽ ủng hộ shop dài dài nè.,nói_chung rất ưng sẽ ủng_hộ shop dài_dài nè,POS,1,5
Mình chỉ để hình ở đây và ko nói gì...,mình chỉ để hình ở đây và không nói_gì,NEU,2,3
Đóng gói cường lực tặng kèm rất sơ sài 4*.,đóng_gói cường_lực tặng kèm rất sơ_sài 4,POS,1,4
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,1,5
Nhưng nói chung là sp tốt.,nhưng nói_chung là sản_phẩm tốt,POS,1,4
Quá ok.,quá ok,POS,1,5
Đóng gói ko đẹp lắm.,đóng_gói không đẹp lắm,NEG,0,2
Sản phẩm rất đáng tiền.Nhà mình bây giờ ngày nào cũng dc lau sạch bóng thay vì trước đây 1 tuần lau có 1 lần.,sản_phẩm rất xứng_đáng . nhà mình bây_giờ ngày nào cũng được lau sạch_bóng thay_vì trước đây 1 tuần lau có 1 lần,POS,1,4
Lấy mà kem lại gửi màu trắng.,lấy mà kem lại gửi màu trắng,NEG,0,2
Dây hơi cứng.,dây hơi cứng,NEG,0,2
Thất thất vọng.,thất thất_vọng,NEG,0,1
"Gà ngon và đậm đà, nhưng em nhờ shop lấy cho em loại không có lá chanh, mà shop lại giao cho em loại có lá chanh.","gà ngon và đậm_đà , nhưng em nhờ shop lấy cho em loại không có lá chanh , mà shop lại giao cho em loại có lá chanh",NEU,2,3
Rất đáng tiền mỗi tội m đặt màu đen lại về màu đỏ.,rất xứng_đáng mỗi tội mình đặt màu đen lại về màu đỏ,POS,1,4
"Chất mỏng, thích hợp mặc trong váy vào mùa hè.","chất mỏng , thích_hợp mặc trong váy vào mùa hè",NEU,2,3
"Rất đáng tiền, vải đẹp.","rất xứng_đáng , vải đẹp",POS,1,5
"Giao hàng thần tốc, sản phẩm như hình, nói chung là ưng.","giao hàng thần_tốc , sản_phẩm như hình , nói_chung là ưng",POS,1,5
"Chất áo đẹp , đóng gói đẹp nhưng k hài lòng vì vạt áo tay áo bị quăn vào còn lại rất hài lòng.","chất áo đẹp , đóng_gói đẹp nhưng không hài_lòng vì vạt áo tay_áo bị quăn vào còn lại rất hài_lòng",NEU,2,3
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt rất xứng_đáng thời_gian giao hàng rất nhanh,POS,1,5
"Shop phục vụ rất kém, ghi chi tiết áo size m (49-53 kg) mà m 50kg mặc còn rộg.","shop phục_vụ rất kém , ghi chi_tiết áo size mình 49 53 kg mà mình 50kg mặc còn rộg",NEG,0,1
chất lượng sản phẩm không giống mẫu. nhắn tin thì nói đang ngoài đường chờ về trả lời. 4 ngày không thấy trả lời. shop làm ăn không có uy tín. lấy size 38 đưa size 36. quần 5 cái vừa 1 cái.,chất_lượng sản_phẩm không giống mẫu . nhắn_tin thì nói đang ngoài đường chờ về trả_lời . 4 ngày không thấy trả_lời . shop làm_ăn không có uy_tín . lấy size 38 đưa size 36 . quần 5 cái vừa 1 cái,NEG,0,1
"Sản phẩm ko giống hình, áo bị lem mực đen quá nhiều 😑.","sản_phẩm không giống hình , áo bị lem mực đen quá nhiều",NEG,0,1
"Túi bị méo mó nhìn mà buồn mặc dù túi đẹp, y như hình.","túi bị méo_mó nhìn mà buồn mặc_dù túi đẹp , y_như hình",NEG,0,2
Lừa ngta.,lừa ngta,NEG,0,1
Thun ngay tay dãn nữa.,thun ngay tay dãn nữa,NEG,0,2
"Chất lượng sản phẩm tuyệt vời, đẹp hơn cả sự mong đợi.","chất_lượng sản_phẩm tuyệt_vời , đẹp hơn cả sự mong_đợi",POS,1,5
Đat mua mau đen ma lai gửi mau xam.,đat mua mau đen ma_lai gửi mau xam,NEG,0,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn .túi hơi nhỏ với mong muốn.,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn . túi hơi nhỏ với mong_muốn,POS,1,4
Đóng gói sản phẩm chắc chắn Chất lượng sản phẩm tốt.,đóng_gói sản_phẩm chắc_chắn chất_lượng sản_phẩm tốt,POS,1,5
Bung chỉ 1 đoạn nên phải tự may lại.,bung chỉ 1 đoạn nên phải tự may lại,NEG,0,2
Hơi thất vọng nhưng còn giữ vỏ hộp cũ sang qua xài cũng dc.,hơi thất_vọng nhưng còn giữ vỏ hộp cũ sang qua xài cũng được,NEG,0,1
"Son chuẩn màu, chất mịn có điều hơi khô.","son chuẩn màu , chất mịn có_điều hơi khô",POS,1,4
Hơi buồn.,hơi buồn,NEG,0,1
Lúc e nhận hàng đẹp quá ko để ý đem giặt lúc phơi lên mới thấy phía sau bị lỗi.,lúc e nhận hàng đẹp quá không để_ý đem giặt lúc phơi lên mới thấy phía sau bị lỗi,NEU,2,3
Nhưng đường chỉ xấu.,nhưng đường chỉ xấu,NEG,0,2
Hộp phấn đến tay thì vỡ tung toé hết:(.,hộp phấn đến tay thì vỡ tung_toé hết,NEG,0,1
Ncl vẫn ưng shop!,ncl vẫn ưng shop !,POS,1,4
Đã ủng hộ 2 lần.,đã ủng_hộ 2 lần,NEU,2,3
Y hình.,y hình,POS,1,5
Bt.,bt,NEU,2,3
Giao hàng chậm quá.,giao hàng chậm quá,NEG,0,1
Đặt hồng thì shop giao màu xanh.,đặt hồng thì shop giao màu xanh,NEG,0,1
"Chất lượng sản phẩm phù hợp giá tiền nhưng cổ cao, kín, không đep như trong ảnh.","chất_lượng sản_phẩm phù_hợp giá tiền nhưng cổ cao , kín , không đep như trong ảnh",NEG,0,2
Mọi thứ đều tốt mỗi cái 1 cái áo chíp bị nhầm size bé hơn.,mọi thứ đều tốt mỗi cái 1 cái áo chíp bị nhầm size bé hơn,NEU,2,3
Nhưng bạn nào mà mập mập trên 52kg thì mình nghĩ là sẽ hơi trật.,nhưng bạn nào mà mập mập trên 52kg thì mình nghĩ là sẽ hơi trật,NEU,2,3
Bộ đỏ ok bộ xám đường may quá xấu mà có những lỗ to gần như ngón tay ít sát đường áy của quần ..cảm giác chất vải 2 màu khác nhau ..,bộ đỏ ok bộ xám đường may quá xấu mà có những lỗ to gần như ngón tay ít sát đường a y của quần . cảm_giác chất vải 2 màu khác nhau,NEU,2,3
Đẹp nhưng giáo hàng ko nhanh lắm.,đẹp nhưng giáo hàng không nhanh lắm,NEU,2,3
"Quần thì đẹp mà hơi ngắn, mình 1m63 mặc trên mắt cá gần gang tay, shop cực iu và giao hàng cực nhanh, mình thjk ❤️❤️❤️.","quần thì đẹp mà hơi ngắn , mình 1m63 mặc trên mắt_cá gần gang tay , shop cực iu và giao hàng cực nhanh , mình thjk",POS,1,5
Mang êm chân lắm nè!,mang êm chân lắm nè !,POS,1,4
"Đóng gói sản phẩm đẹp, cẩn thận nên hàng hoá được bảo quản tốt; Dầu ăn rất ngon, đủ các thành phần dưỡng chất; shop rất nhiệt tình, chu đáo với khách hàng; thời gian giao hàng nhanh, shiper thân thiện, nhiệt tình.","đóng_gói sản_phẩm đẹp , cẩn_thận nên hàng_hoá được bảo_quản tốt dầu ăn rất ngon , đủ các thành_phần dưỡng_chất shop rất nhiệt_tình , chu_đáo với khách_hàng thời_gian giao hàng nhanh , shiper thân_thiện , nhiệt_tình",POS,1,5
Tròn quả.,tròn quả,NEU,2,3
mieng xop chui kha mong manh.,mieng xop chui kha mong_manh,NEG,0,2
Chất lượng sản phẩm rất kém Thời gian giao hàng rất chậm.,chất_lượng sản_phẩm rất kém thời_gian giao hàng rất chậm,NEG,0,1
"Áo giao hàng từ nước ngoài nhưng vải k đẹp, nói chung tiền nào của náy.","áo giao hàng từ nước_ngoài nhưng vải không đẹp , nói_chung tiền nào của náy",NEU,2,3
Mua từ hôm mùng 1 là được 5 ngày uống.,mua từ hôm mùng 1 là được 5 ngày uống,NEU,2,3
"Tiền nào của nấy nhưng được cái nhân viên trả lời nhẹ nhàng, lịch sự.","tiền nào của nấy nhưng được cái nhân_viên trả_lời nhẹ_nhàng , lịch_sự",NEU,2,3
"Như đã hứa, e trả feedback cho shop sau 15 ngày ạ. em hay thêm đá nữa cơ. giảm 3kg rồi shop ak.","như đã hứa , e trả feedback cho shop sau 15 ngày ạ . em hay thêm đá nữa cơ . giảm 3kg rồi shop ak",NEU,2,3
Hàng đẹp hơn trong hình nhé.,hàng đẹp hơn trong hình nhé,POS,1,5
Nói chung là sp ưng ý.,nói_chung là sản_phẩm ưng_ý,POS,1,5
"Thời gian giao hàng chậm, Không đáng tiền.","thời_gian giao hàng chậm , không xứng_đáng",NEG,0,1
"Mình đặt hàng màu xanh, sau đó có muốn đổi thành màu xám đậm, có ib shop để đổi màu, shop ok đồng ý rồi nhưng vẫn gửi màu xanh, hơi ko thích điều đó.","mình đặt_hàng màu xanh , sau đó có muốn đổi thành màu xám đậm , có ib shop để đổi màu , shop ok đồng_ý rồi nhưng vẫn gửi màu xanh , hơi không thích điều đó",NEU,2,3
Mắt lòng tin.,mắt lòng tin,NEG,0,1
"49k - hàng như hình, loại dry 48h mùi k đc ưng lắm.","49k hàng như hình , loại dry 48h mùi không được ưng lắm",NEG,0,1
Vải cũng ổn.,vải cũng ổn,POS,1,4
Áo ko giống mẫu và dính màu.,áo không giống mẫu và dính màu,NEG,0,2
Áo có thể nhìn xuyên thấu đc lun ý.,áo có_thể nhìn xuyên thấu được lun ý,NEU,2,3
Tránh trùng màu Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,tránh trùng màu shop phục_vụ rất tốt rất xứng_đáng thời_gian giao hàng rất nhanh,POS,1,5
Nhận được sp khá ưng ý.,nhận được sản_phẩm khá ưng_ý,POS,1,5
Mà mua lần thứ 2 rồi.,mà mua lần thứ 2 rồi,NEU,2,3
"Váy quá rộng, cúc bị rời hết ra.","váy quá rộng , cúc bị rời hết ra",NEU,2,3
Thời gian giao hàng chậm Chất lượng sản phẩm tạm.,thời_gian giao hàng chậm chất_lượng sản_phẩm tạm,NEU,2,3
Hang thai lan sản xuất tại Trung Quốc.,hang thai lan sản_xuất tại trung_quốc,NEU,2,3
Sản phẩm tốt trong tầm giá. quay đêm tốt.,sản_phẩm tốt trong tầm giá . quay đêm tốt,POS,1,5
"Chất lượng áo tuyệt vời, chất đẹp.","chất_lượng áo tuyệt_vời , chất đẹp",NEG,0,1
"áo nhỏ, vải mỏng.","áo nhỏ , vải mỏng",NEU,2,3
"Áo đẹp, phù hợp giá tiền.","áo đẹp , phù_hợp giá tiền",POS,1,5
Đi đau chân lắm Chất lượng sản phẩm tạm được.,đi đau chân lắm chất_lượng sản_phẩm tạm được,NEU,2,3
Mua lan 2 rui...,mua lan 2 rui,NEU,2,3
"Quần y hình,phần eo khá nhỏ, eo 61cm mới vừa, phần mông thì khá rộng.","quần_y hình , phần eo khá nhỏ , eo 61cm mới vừa , phần mông thì khá rộng",NEU,2,3
Mong là shop kiểm tra hàng xem có lỗi không trước khi ship.,mong là shop kiểm_tra hàng xem có lỗi không trước khi ship,NEU,2,3
"Shop phục vụ rất tốt Thời gian giao hàng rất nhanh tuy nhiên vải sản phẩm hơi mỏng, hàng y hình.","shop phục_vụ rất tốt thời_gian giao hàng rất nhanh tuy_nhiên vải sản_phẩm hơi mỏng , hàng y hình",POS,1,4
Giá như biết shop sớm hơn thì đã đỡ tốn nhiều tiền.,giá_như biết shop sớm hơn thì đã đỡ tốn nhiều tiền,POS,1,5
Áo ngắn mỏng vãi nóng thô ko giống trong hình lắm mình 48kg mà mặc vào thấy áo ngắn ko như hình.,áo ngắn mỏng vãi nóng thô không giống trong hình lắm mình 48kg mà mặc vào thấy áo ngắn không như hình,NEG,0,1
Hơi nhiều ba via thôi.,hơi nhiều ba via thôi,NEG,0,2
"Áo vàng choét, quần lại đen.","áo vàng choét , quần lại đen",NEU,2,3
Nói chung là cực kỳ hài lòng lun.,nói_chung là cực_kỳ hài_lòng lun,POS,1,5
Mà giá lại rất OK.,mà giá lại rất ok,POS,1,5
Tuy nhiên khi mình mua xong mới để ý là từ 45kg tới 55kg mặc mới vừa .,tuy_nhiên khi mình mua xong mới để_ý là từ 45kg tới 55kg mặc mới vừa,NEU,2,3
"Giá cả chấp nhận được, Thời gian giao hàng rất nhanh.","giá_cả chấp_nhận được , thời_gian giao hàng rất nhanh",POS,1,5
Tệ !,tệ !,NEG,0,1
Hơi mỏng nên có thể nhìn thấy bên trong.,hơi mỏng nên có_thể nhìn thấy bên trong,NEU,2,3
Rất đáng tiền Thời gian giao hàng hơi lâu.,rất xứng_đáng thời_gian giao hàng hơi lâu,NEU,2,3
"Quần giá ok, mặc cũng rất thích.","quần giá ok , mặc cũng rất thích",POS,1,4
Tạm ĐK vì soi khoảng 10 phút là nóng.,tạm đk vì soi khoảng 10 phút là nóng,NEU,2,3
"Hàng đẹp giống hình,giao hàng nhanh.","hàng đẹp giống hình , giao hàng nhanh",POS,1,4
Gặp lại shop nữa.,gặp lại shop nữa,NEU,2,3
Shop đăng là baggy mà lấy về lại thành legging.,shop đăng là baggy mà lấy về lại thành legging,NEG,0,2
Hàg ok.,hàg ok,POS,1,5
Hơi tiếc là không có màu da vs trắng 😭.,hơi tiếc là không có màu_da với trắng,NEU,2,3
Thanks shop nha.,thanks shop nha,NEU,2,3
Thực ra ban đầu mình ko kì vọng gì vì đôi giày khá rẻ.,thực_ra ban_đầu mình không kì_vọng gì vì đôi giày khá rẻ,NEU,2,3
"Vải dày dặn, rất đẹp.","vải dày_dặn , rất đẹp",POS,1,5
"cũng ok, đi đau chân.","cũng ok , đi đau chân",NEG,0,2
Nt ko trả lời.,nt không trả_lời,NEG,0,2
"Áo form hơi nhỏ, shop giao hàng nhanh.","áo form hơi nhỏ , shop giao hàng nhanh",NEU,2,3
Áo nhìn không giống hàng mẫu.,áo nhìn không giống hàng mẫu,NEG,0,2
"Đóng gói kỹ lưỡng, chắc chắn.","đóng_gói kỹ_lưỡng , chắc_chắn",NEU,2,3
Chất lượng san phẩm kém.,chất_lượng san phẩm kém,NEG,0,1
Giao k đúng màu mình chọn nhưng chất đẹp nên mình k yêu cầu đổi lại nữa.,giao không đúng màu mình chọn nhưng chất đẹp nên mình không yêu_cầu đổi lại nữa,NEU,2,3
"Vải co dãn tốt, mát.","vải co_dãn tốt , mát",NEU,2,3
"Gói hàng cẩn thận, chắc chắn.","gói hàng cẩn_thận , chắc_chắn",POS,1,4
Làm ăn ko có tâm !,làm_ăn không có tâm !,NEG,0,1
Chất lượng sản phẩm thì tuyệt vời nhưng shop phục vụ chưa tốt.,chất_lượng sản_phẩm thì tuyệt_vời nhưng shop phục_vụ chưa tốt,POS,1,4
"Mới làm 1 , 2 lần mà sạch kiến gián rồi.","mới làm 1 , 2 lần mà sạch kiến gián rồi",POS,1,5
"Áo bề ngang quá rộng, chỉ dành cho bé bị béo phì nặng😆, shop nên may bé lại 1 xíu shop ạ.","áo bề ngang quá rộng , chỉ dành cho bé bị béo phì nặng , shop nên may bé lại 1 xíu shop ạ",NEG,0,1
Nên mua lớn hơn 2 size thì vừa !,nên mua lớn hơn 2 size thì vừa !,NEU,2,3
"Chất lượng sản phẩm tạm được, ví khá nhỏ, các ngăn chỉ để được thẻ chứ k để vừa cmnd Giá cả chấp nhận được Giá cả chấp nhận được.","chất_lượng sản_phẩm tạm được , ví khá nhỏ , các ngăn chỉ để được thẻ chứ không để vừa cmnd giá_cả chấp_nhận được giá_cả chấp_nhận được",NEU,2,3
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh áo cực bự luôn ạ, mua đáng đồng tiền luôn nha.","chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất xứng_đáng thời_gian giao hàng rất nhanh áo cực bự luôn ạ , mua đáng đồng_tiền luôn nha",POS,1,5
Giao nhanh nữa.,giao nhanh nữa,NEU,2,3
"Sản phẩm đc đóng gói cẩn thận , chất vải rất tốt , rất ưng ý !","sản_phẩm được đóng_gói cẩn_thận , chất vải rất tốt , rất ưng_ý !",POS,1,5
Hàng phù hợp giá tiền.,hàng phù_hợp giá tiền,POS,1,5
Tặng shop 5 Sao vì thái độ phục vụ tốt ❤️.,tặng shop 5 sao vì thái_độ phục_vụ tốt,POS,1,5
"Áo ok, giống hình.","áo ok , giống hình",POS,1,4
"San phẩm, ko chất lương.","san phẩm , không chất lương",NEG,0,1
Shop giao ko đúng size.,shop giao không đúng size,NEG,0,1
"Tay áo không dài như hình nhưng cũng khá xinh, chất liệu vải mềm mịn.","tay_áo không dài như hình nhưng cũng khá xinh , chất_liệu vải mềm mịn",POS,1,4
Size XL 73 kg mặc hơi chật.,size xl 73 kg mặc hơi chật,NEG,0,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn nhưng quần hơi bị rộng.,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn nhưng quần hơi bị rộng,POS,1,4
"xấu,không đều, lỗi ở cánh tay, vải cát bình thường, người 46 kg mặc rộng, giao hàng chậm.","xấu , không đều , lỗi ở cánh_tay , vải cát bình_thường , người 46 kg mặc rộng , giao hàng chậm",NEG,0,1
Mong rằng shop rút kinh nghiệm về đều này nhé!,mong rằng shop rút kinh_nghiệm về đều này nhé !,NEU,2,3
K đág tiền.,không đág tiền,NEG,0,1
Minh phin rui ma sao roi van nhiều.,minh phin rui ma_sao roi van nhiều,NEU,2,3
Shop phục vụ rất tốt Rất đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh.,shop phục_vụ rất tốt rất xứng_đáng đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời thời_gian giao hàng rất nhanh,POS,1,5
Vải quá mỏng.,vải quá mỏng,NEG,0,1
"Thoii e ko mua nữa đâu, shop bán đồ đẹp mua nhiều tốn tiền lắm.","thoii e không mua nữa đâu , shop bán đồ đẹp mua nhiều tốn tiền lắm",POS,1,5
Vải cứng và mỏng.,vải cứng và mỏng,NEU,2,3
"Hết hàng ko báo trc tự ý thay thế sp,mình cố ý đặt đồ 70kg cho mặc rộng rãi mà shop lại giao bộ đồ 60kg thì mà kiểu gì,nhưng mình có 46kg đã mặc vừa xít và hơi chật nách.","hết hàng không báo trc tự_ý thay_thế sản_phẩm , mình cố_ý đặt đồ 70kg cho mặc rộng_rãi mà shop lại giao bộ đồ 60kg thì mà kiểu gì , nhưng mình có 46kg đã mặc vừa xít và hơi chật_nách",NEG,0,1
Bạn gửi nhầm màu cho mình.,bạn gửi nhầm màu cho mình,NEU,2,3
Shop k nói trước là có size để khách hàng chọn .,shop không nói trước là có size để khách_hàng chọn,NEU,2,3
Mình đặt Gà xé cay mà sp ko có cay.,mình đặt gà xé cay mà sản_phẩm không có cay,NEU,2,3
Gửi nhầm size quá rộng.,gửi nhầm size quá rộng,NEG,0,1
"Áo quá rộng, ko thấy shop tự van j.","áo quá rộng , không thấy shop tự van gì",NEG,0,2
Giao hàng chất lượng thấy êm có cái dòm hơi củ nhưng chất LG thì ok.,giao hàng chất_lượng thấy êm có cái dòm hơi củ nhưng chất_lượng thì ok,NEU,2,3
"Đã nhận được hàng và ưng lắm, cái mình thích nhất là shop giao đúng mẫu đã đặt nhất định sẽ mua nữa để ủng hộ shop.","đã nhận được hàng và ưng lắm , cái mình thích nhất là shop giao đúng mẫu đã đặt nhất_định sẽ mua nữa để ủng_hộ shop",POS,1,5
Hàng ưng ý.,hàng ưng_ý,POS,1,5
