Dòng số	Text	Lỗi phát hiện
8598	cũng được tạm dùng được...	Target 'ứng_dụng' không tìm thấy trong text
8600	tôi đặt_hàng từ 29 10 2018 đến nay 05 11 chưa nhận được hàng...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8610	lừa_đảo dịch_vụ quá tệ đặt đơn hàng đã thanh_toán nhưng hơn ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8612	tương_tác với khách_hàng quá kém cả phía nhà bán lẫn nền_tản...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8617	phần_mềm lỗi thêm sản_phẩm vàogiỏ hàng rồi mà không có gì hế...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8620	hi_mình cảm_thấy ứng_dụng rất hay nhưng không hiểu tại_sao t...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8626	Máy_hút_bụi lỗi nghe nhạc bluetooth . Ra bảo hảnh thì nhân v...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8628	Sản phẩm tốt trong tầm giá, cấu hình ổn, thời gian sử dụng p...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8629	mua shop này lúc mất áo không mặc được...	Target 'tiền' không tìm thấy trong text
8654	giao không đúng hàng thu thêm tiền mà không thông_báo với kh...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8655	không giao_đơn mà kêu không liên_hệ được cho khách_hàng chịu...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8658	Máy dep xai ổn mà không hài lòng về pin không xài tat hết ứn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8666	Mua con 50s sd được 2 tháng thì cảm nhận như sau: chụp hình ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8668	quần ok . nhưng đặt màu đen mà giao màu_da...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8678	app xóa tài_khoản vì bên bán hàng_họ giao hàng_không đúng mì...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8683	giao nhầm màu . 1 trắng 1 xanh mà giao cho 2 xanh...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8687	Con này rất là tốt trong tầm giá nha mn ơi. Sài 1 năm mấy rồ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8689	Sp ok trong tầm giá. Mượt mà ổn định, camera trước và sau đề...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8694	chậm như đb...	Target 'app' không tìm thấy trong text
8697	qc như qq bấm chỗ lon nào cũng văng vô_app nói thật nếu ngta...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8705	ok đấy shipper nhiệt_tình phần_mềm dùng mượt mà dung tôi khá...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8718	đơn_vị vận_chuyển của lazda làm_ăn tắc_trách không thèm gọi ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8722	Pin trâu bò , dùng cả ngày lướt lướt hao có 20% pin , phân k...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8726	shop làm_ăn cẩu_thả . áo lỗi cũng đem giao cho khách . tôi y...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8729	cho chọn 3 món bất_kỳ mua với giá 0 đ cho người mới mà shop ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8738	Dt tốt trong tầm giá không có gì mà mình có thể chê được pin...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8747	ủa giao thiếu hàng khiếu_nại xong không thèm hoàn tiền luôn ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8749	Từ khi cập nhật Adroid10 bị lag đơ các kiểu loa thì bé xạc p...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8751	áo không giốg hình dây 1 màmàu áo 1 u giao hàng áo dơ như để...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8753	mình đặt 5 áo mà shop giao có 3 áo mà tổng_tiền vẫn là trả c...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8759	mik có đặt_cốc ún nước để tặng bạn dễ thw lắm nhưng shipper ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8779	Pin 5000mah mà ko có xạc nhanh thì xạc khi nào mới đầy . Cam...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8785	trên tiêu_đề shop ghi date 2020 nhưng nhận hàng date 2019...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8798	Tui mua bên tgdd và đag sài ss a51 theo cảm nhận của tui màn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8800	giao không đúng màu mình chọn nhưng chất đẹp nên mình không ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8807	Mua điện thoại về  dc 2 ngày.. pin nhanh hết.vân tay   không...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8811	mình mua 7 món nhưng shop chỉ giao 5 và vẫn tính tiền 7...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8812	dùng máy rất tốt, hệ điều hành mượt mà. camera đẹp chụp rất ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8813	giao thiếu hàng kêu trả lại tiền mà không thấy...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8827	tiki giao thiếu hàng , nhắn_tin bảo sẽ bù lại tiền nhưng chẳ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8828	tiki giao thiếu hàng , nhắn_tin bảo sẽ bù lại tiền nhưng chẳ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8836	dùng vài lỗi là cảm ứng tiệm cận thỉnh thoảng không sáng màn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8840	Hơi giày nhưng mượt mà chạy ứng dụng tốt nhân viên OK hài lò...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8841	giao không đúng mẫu đặt , nghĩ sao mẫu 95k giao 65k vui , bu...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8845	theo mình thì không nên mua - cam chụp lấy nét gần kém hầu n...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8847	Mới mua xong giờ giảm giá xuống còn  23 tr tiếc ghê máy tốt ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8850	trải_nghiệm tệ_hại lươn_lẹo bất_tín lần đầu dùng app phần_mề...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8851	đặt_hàng ghi là đã giao thành_công nhưng chưa nhận được hàng...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8870	Nên cấp nhật lại phần mềm.may chơi gêm hơi yếu. màn hình rễ ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8874	giao đúng màu ạ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8875	một phần_mềm uy_tín hàng chất_lượng mà ít người dùng hơn sho...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8879	Đầu tiên về chất lượng phục vụ ở tgdd rất tốt, nhân viên vô ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8881	nt note mua 1 hồng 1 ghi shop đã ok nhưng vẫn giao 2 ghi...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8900	Nói về công nghệ và ứng dụng thì chẳng thua ai. Mẫu mã đẹp. ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8903	rất tốt v19 xài rất mượt rất ok, giá tốt trong phân khúc. ca...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8911	tôi đã phải xóa ngay ứng_dụng này khi định mua món hàng đầu_...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8912	shop giao sai màu...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8916	mua hàng trên nền_tảng này giá hợp_lí giao hàng nhanh nhưng ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8917	cơ_mà tôi mua hôm_nay , ngày_mai shop làm flash sale là sao...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8921	một phần_mềm uy_tín hàng chất_lượng mà ít người dùng hơn sho...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8922	cảm_ơn shop đã giải_cứu cơn sợ mềm của em...	Target 'giá' không tìm thấy trong text
8929	app bỏ tiền ra quảng_cáo rất nhiều trên các app khác nhưng c...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8940	app sale cũng oke mà ít voucher quá ạ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8947	xử_lý vđe không tốt thời giá_mà xử_lý chuyên_nghiệp như tikt...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8950	Sản phẩm a70 cảm ứng vân tay cực kém.chất lượng hình ảnh cũn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8951	giá rẻ nhưng chất_lượng sản_phẩm tốt , chuẩn nhật...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8959	đặt xanh đậm mà giao mảu xám , thất_vọng quá , màu thấy củ_x...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8968	sàn nát cskh vô_trách_nhiệm chỉ biết copy trả_lời rồi kết_th...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8972	giá bàn_phím hơi chát tiền ship đắt nhưng chất_lượng tốt...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8974	giá ổn nhưng app không quá tốt...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8990	Sài 1 tháng là thấy máy xuống cấp trầm trọngvà mãi không khở...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
8991	nhờ gỡ khóa vĩnh_viễn số điện_thoại mà nhân_viên trả_lời hời...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9002	Vì tình yêu samsung nên mới mua con này, nhưng khi sử dụng t...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9006	Mua về sài rất tốt trong tầm giá nhân viên TGDD nhiệt tình m...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9008	Mình mua chính hãng tại thế giới di động đã cập nhật MIUI 11...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9011	chất_liệu tốt mà hơi rộng mà thôi cho shop 5 sak...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9012	app lởm_vkl đặt_hàng từ 21 hẹn 27 giao không hiểu đặt_hàng s...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9014	giao không đúng màu . đặt màu hồng mà s giao màu gạch . khôn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9020	giao sai sản_phẩm mà không chịu hoàn tiền lại cho người ta ứ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9022	giao cũng nhanh_đơn cũng rẻ mà mấy này ht cho voucher r qua ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9024	Máy dùng tốt.có vài lỗi là cảm ứng tiệm cận thỉnh thoảng khô...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9028	app như cl đăng_ký để lập tài_khoản cũng không được mà đăng_...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9049	A70 bị lỗi cảm ứng đa điểm khi chơi game la bị còn xài bình ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9051	app này là app mua_sắm hay app lừa_đảo vậy thông_báo được hi...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9054	Nói chung la với giá tiền này thì máy oke so với mong đợi, b...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9069	giá rẻ mà chất thì quá ok...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9071	giao sai sản_phẩm nhưng không được chấp_nhận trả hàng có dấu...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9087	mở app lên thấy voucher thì bấm lấy mà báo phát_hiện hoạt_độ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9095	app rác mọi người đừng tải mua hàng mà t_tưởng ăn_xin không ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9098	sử dụng hơi lag, phiền phức ở chổ cái ứng dụng premision con...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9101	mình lâu note là màu trắng_đen đỏ , shop lại giao màu kem đe...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9132	chất vải đẹp , mát nhưng hơi dễ nhàu , hàng giao nhanh , màu...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9140	app cải_tiến đâu không thấy toàn cải_lùi lọc đã đời bấm vô x...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9156	sản_phẩm đẹp như shop giới_thiệu , giao hàng rất nhanh và đú...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9158	phí ship gấp nhiều lần tiền hàng cùng củ_sạc bên shoppi giá ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9163	vải không đẹp lắm tiền nào của ấy . gửi nhầm màu áo...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9167	Mình mới mua hàng Xiaomi Note9s thấy ghi thông kỹ thuật là d...	Target 'phần mềm' không tìm thấy trong text | Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9179	app giờ lag vcl tới giờ canh lấy voucher mà đơ trắng tinh_cá...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9183	Mới mua, thấy ổn hơn cả nokia5, không chơi game, nghe gọi ổn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9184	shop giao sai màu dù đã ghi_chú và chat rồi...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9185	quá tốt trong tầm giá. Pin trâu, thiết kế đẹp, màn hình rộng...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9186	qc như qq bấm chỗ lon nào cũng văng vô_app nói thật nếu ngta...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9194	giá ổn nhưng app không quá tốt...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9197	Rất ngon trong tầm giá camera đẹp pin trâu game mượt nhưng c...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9204	Thất vọng a51. Bàn_phím xử lý thông tin chậm, wtf điện, mở a...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9216	Samsung càng ngày ra máy nhiều mà kém chất lượng cho mọi oha...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9228	kết_nối nhân_viên tư_vấn lâu nhân_viên tư_vấn khiếu_nại cũng...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9235	Dùng thấy ổn hết ở giá tiền này nhưng wifi thì quá bất ổn, h...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9241	Mua dc 3 tuần về bắt đầu đơ, phải ấn nút tắt màn hình mới đư...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9251	shop ki quá mình mua 2 size l mà shop giao mình ah...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9252	Có ai xài mà cài được khoá ứng dụng được ko ạ? Ví dụ mình mu...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9253	TGDD làm ăn cứng nhắc quá mua cái máy lổi pin về cảm giác kh...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9259	ghét cái quảng_cáo vớ vẩn...	Target 'ứng_dụng' không tìm thấy trong text
9266	sử_dụng ứng_dụng mà gặp phải quảng_cáo của lazada là rất bực...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9269	hình_ảnh thì free ship mà tiền ship tận 44 k hình_ảnh thì gi...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9270	đã nhắc_nhở kĩ_càng mà vẫn giao thiếu 2 món mình cần nhất , ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9274	Mua hồi tháng 2 lúc giảm còn 5 triệu mấy .Ai cũng chê nhưng ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9281	app ncl trên app thì thông_báo hàng đã giao thành_công mà 2 ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9307	chất_lượng thích tốt , vải thun co_giãn , chất mát...	Target 'chất_lượng sản_phẩm' không tìm thấy trong text
9311	Mua dc 3 bắt đầu đơ, phải ấn nút tắt hình mới được, haizz. l...	Target 'màn hình' không tìm thấy trong text
9314	Vừa túi tiền . Đẹp chất lượng màn hình tràn viền 
Nhà sản xu...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9319	các cửa_hàng trong app kém chất_lượng giao hàng sai mà hiệu_...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9321	giá cao hơn app khác nhưng an_toàn về chất_lượng không sợ hà...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9324	Ai nói xài không mượt. Riêng bản thân thấy ngon hơn những dò...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9326	sản_phẩm đúng mô_tả nhưng hơi rộng nách thời_gian giao hàn r...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9327	Mua điện thoại về dc 2 ngày.. pin nhanh hết.vân tay không đư...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9328	máy dùng tốt trong tầm giá nhưng khi chơi game phần màn hình...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9330	Máy cứ bắt nhật, cứ 2 - 3 ngày laii bắt cập nhật lại Sau khi...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9335	Mới mua dk hơn 1 tuần đánh giá thì pin trâu. Chụp hình dk nh...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9336	qoảng_cáo một kiểu giao hàng một kiểu không đúng sản_phẩm mà...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9337	app lỗi xoay xoay xong tự đặt đơn rồi éo cho hủy mà bom hàng...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9342	Sau khi trải nghiệm sản phẩm mình thấy máy đáp ứng tốt những...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9350	lần sau thiếu hàng shop nên nt với ng mua trc , chứ đừng tự_...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9354	đặt cái này lại giao cái màu hồng kiểu khác , cực_kì vô trác...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9357	ứng_dụng thì hay nhưng hàng đăng bán trên tiki giá đắt hơn r...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9372	mua gì 230k mà còn tính shop . trên shoope mua 160k là không...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9375	shop giao nhầm màu...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9380	chất vải đẹp , nhưng giao nhầm màu chon màu be ma giao màu k...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9384	Tạm ổn camera ở mức khá,màn hình mấy app k rõ lắm,được cái p...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9396	app bán cho bọn tây hay j mà chọn tiếng việt r cũng tiếng an...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9402	app khá ổn nhưng tầm_giá ko quá tốt...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9406	cửa_hàng giao sai sản_phẩm nhưng tiki chỉ hỗ_trợ đổ sản_phẩm...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9415	tài_khoản của tôi đã bị lỗi cr01 không cho sử_dụng voucher m...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9416	app dễ tìm_kiếm cây_chổi mà mình cần mua sẽ tiếp_tục ủng_hộ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9436	Máy thấy cũng dk tùy giá rẻ thấy cũng hài lòng những mà ko c...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9439	ok đấy shipper nhiệt_tình phần_mềm dùng mượt mà dung tôi khá...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9452	đừng lượng pin 5000 nhưng không dùng pin vẫn tụt dù app ngầm...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9480	tài_khoản của tôi đã bị lỗi cr01 không cho sử_dụng voucher m...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9486	app dễ tìm_kiếm sản_phẩm mà mình cần mua sẽ tiếp_tục ủng_hộ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9488	nhưng với giá 144k hi_vọng shop cải_thiện vải sẽ mỏng nhẹ th...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9492	app rất tệ cực_kỳ tệ bảo_hủy đơn hàng nhưng 1 tháng sau vẫn ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9507	lúc trước mik đặt buổi tối nếu ở tp hcm là sáng_mai có rồi v...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9512	Chất lượng kém vs giá , 5000 tụt nhanh quá, camera k đẹp , d...	Target 'ổ_cứng' không tìm thấy trong text
9515	quần thì đẹp mà ngắn , mình 1m63 trên mắt_cá gần gang tay , ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9518	Máy tốt,pin trâu,tảu phần mềm rất nhanh,camera tạm ổn chứ kh...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9523	Lần đầu thử mua máy hãng trung quốc xài mà quá thất vọng, má...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9533	rõ là tiền ship 0 k mà ấn vào thấy tiền ship 29 k...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9555	trải_nghiệm mua_sắm 2 lần nhưng không lần nào giao đúng hẹn ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9562	shop giao nhâ mình ha ng cho mi nh nhưng sau đo đa trả_lời n...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9566	phí ship gấp nhiều lần tiền hàng cùng sản_phẩm bên shoppi gi...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9582	Điện thoại mua được hơn 1 tuần nhưng pin tụt rất nhanh, tắt ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9585	Ổn trong tầm giá ,pin trâu , cam tạm , màn hình ổn độ sáng c...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9586	đặt 4 đôi mà giao 3 đôi . nt hỏi thì không tl . phải chi láy...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9601	ứng_dụng ổn nhưng giá không quá tốt...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9606	A71 bắt wifi kém. .n hình u sắc đẹpmà Điện thoại mới mua đượ...	Target 'màn hình màu' không tìm thấy trong text
9618	hàng dơ quá vậy_mà cũng dám bán đơ khách...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9620	Mình mới mua hôm 15/10 Về dùng nói chung màn hình ko nét cam...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9622	giao thiếu ổ_cứng kêu trả lại tiền mà không thấy...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9631	Máy xài ok trong tầm giá mặc dù pin 5000 nhưng có vẻ k trâu ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9639	shop giao thiếu hàng , nhắn_tin bảo sẽ bù lại tiền nhưng chẳ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9643	app như cak chưa gọi giao nhưng đã lấy lí_do gọi không được ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9645	treo đầu dê bán thịt chó hình đăng thì khác giao hàng thì kh...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9653	giá bàn_phím hơi chát tiền ship đắt nhưng chất_lượng tốt...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9655	ứng_dụng người bán và người giao hàng_không liên_kết gì nhau...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9672	đẹp , bốc mẫu...	Target 'hàng' không tìm thấy trong text
9673	tưởng voucher mà giao evoucher nên hơi rộng...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9689	ứng_dụng không_thể chọn được 2 áo cùng loại nhưngmà khác u d...	Target 'màu' không tìm thấy trong text | Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9705	Lên miui11 ngon lành hơn bản miui10 cập nhật dì các bạn lên ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9710	ok đấy shipper nhiệt_tình ứng_dụng dùng mượt mà dung tôi khá...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9722	nói_chung quá hài_lòng , ngoại_trừ việc giao nhầm 1 áo mà mì...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9723	ứng_dụng lm ăn kiểu gì vậy giao hàng như không giao vậy đó c...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9724	Sau hơn 1 tháng trải nghiệm mới vào review đây mn ơi. Tầm gi...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9730	mua hàng trên nền_tảng này giá hợp_lí giao hàng nhanh nhưng ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9747	cổ áo bị rách shop nên ktra kĩ trc khi giao , mình 40kg cao ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9751	con này 2 tuần mình cũng chơi game hoặc xài nhìu lâu mà ko b...	Target 'ứng dụng' không tìm thấy trong text
9761	để 5 sao cho vui thôi cho ace đọc chứ ứng_dụng gì mà xem hàn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
9773	Mình mua đt này dùng nhưng tháng trc có cập nhật hệ điều hàn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
