content,score,app_source,sentiment,language,review_text_clean,review_text_segmented
được đấy.,5,com.garena.game.kgvn,positive,vi,được đấy,được đấy
hay :)),5,com.garena.game.kgvn,positive,vi,hay,hay
ra lại aya cccv vào ngày 8/3 đi 😭,5,com.garena.game.kgvn,positive,vi,ra lại aya cccv vào ngày 8 3 đi,ra lại aya cccv vào ngày 8 3 đi
nhiều phá gems 10 chan trong đó co 9 chan ghép với phá gems mạng lác cho dù ko tải giảm đồ hoạ vẫn lác chơi ma thấy nản,1,com.garena.game.kgvn,negative,vi,nhiều phá gems 10 chan trong đó co 9 chan ghép với phá gems mạng lác cho dù không tải giảm đồ hoạ vẫn lác chơi ma thấy nản,nhiều phá gems 10 chan trong đó co 9 chan_ghép với phá gems_mạng lác cho_dù không tải giảm đồ họa vẫn lác chơi ma thấy nản
Đang đi rừng bị mẹ kêu ăn cơm mong game khác phục lỗi,5,com.garena.game.kgvn,positive,vi,đang đi rừng bị mẹ kêu ăn cơm mong game khác phục lỗi,đang đi rừng bị mẹ kêu ăn cơm mong game khác phục lỗi
Xoá bớt mấy cái xàm đi lag lắm game ạ,3,com.garena.game.kgvn,neutral,vi,xoá bớt mấy cái xàm đi lag lắm game ạ,xóa bớt mấy cái xàm đi lag lắm game ạ
rất hay nhưng hơi đơ,5,com.garena.game.kgvn,positive,vi,rất hay nhưng hơi đơ,rất hay nhưng hơi đơ
"game nặng quá, chơi ko mượt ạ",5,com.garena.game.kgvn,positive,vi,game nặng quá chơi không mượt ạ,game nặng quá chơi không mượt ạ
chơi hay,5,com.garena.game.kgvn,positive,vi,chơi hay,chơi hay
xếp team không hợp lí,1,com.garena.game.kgvn,negative,vi,xếp team không hợp lí,xếp team không hợp_lí
ghép toàn bot,1,com.garena.game.kgvn,negative,vi,ghép toàn bot,ghép toàn bot
game rác như l ko nên chơi chơi sẽ bị bệnh tâm thần,1,com.garena.game.kgvn,negative,vi,game rác như l không nên chơi chơi sẽ bị bệnh tâm thần,game rác như l không nên chơi chơi sẽ bị bệnh_tâm_thần
vui nhưng mà tại sao ko có Skin zuka SS vậy,5,com.garena.game.kgvn,positive,vi,vui nhưng mà tại sao không có skin zuka ss vậy,vui nhưng_mà tại_sao không có skin zuka ss vậy
hệ điều ghép trận rác,1,com.garena.game.kgvn,negative,vi,hệ điều ghép trận rác,hệ điều ghép trận rác
game ghép lệch trình vl không gánh nổi,2,com.garena.game.kgvn,negative,vi,game ghép lệch trình vl không gánh nổi,game ghép lệch trình vl không gánh nổi
bạn thì kinh ròi,5,com.garena.game.kgvn,positive,vi,bạn thì kinh ròi,bạn thì kinh_ròi
Game chơi vùi,5,com.garena.game.kgvn,positive,vi,game chơi vùi,game chơi vùi
Game hay,5,com.garena.game.kgvn,positive,vi,game hay,game hay
game rất là rác,1,com.garena.game.kgvn,negative,vi,game rất là rác,game rất là rác
game gì cứ vào là bắt đăng nhập lại hoài v ???,1,com.garena.game.kgvn,negative,vi,game gì cứ vào là bắt đăng nhập lại hoài v,game gì cứ vào là bắt đăng_nhập lại hoài v
như đb,1,com.garena.game.kgvn,negative,vi,như đb,như đb
game ghép toàn súc vật 10 trận thì thua cả 10,1,com.garena.game.kgvn,negative,vi,game ghép toàn súc vật 10 trận thì thua cả 10,game ghép toàn súc_vật 10 trận thì thua cả 10
hack j nhìu vl bay mẹ acc,1,com.garena.game.kgvn,negative,vi,hack j nhìu vl bay mẹ tài khoản,hack j nhìu vl bay mẹ tài_khoản
vẽ bùa veres lưu ly long mẫu full là 150 lần mà vẽ 152 lần vẫn chx ra ngộ z 100gts 850k của tui mà game làm z hả,1,com.garena.game.kgvn,negative,vi,vẽ bùa veres lưu ly long mẫu full là 150 lần mà vẽ 152 lần vẫn chx ra ngộ z 100gts 850k của tui mà game làm z hả,vẽ bùa_veres lưu_ly long mẫu full là 150 lần mà vẽ 152 lần vẫn chx ra ngộ_z 100 gts 850 k của tui mà game làm z hả
game dell j toàn SV chết nhiều thì chửi còn ăn nhiều kêu bảo hack chịu luôn!,1,com.garena.game.kgvn,negative,vi,game không j toàn người chơi chết nhiều thì chửi còn ăn nhiều kêu bảo hack chịu luôn,game không j toàn người chơi chết nhiều thì chửi còn ăn nhiều kêu bảo hack chịu luôn
dung lượng nặng quá,2,com.garena.game.kgvn,negative,vi,dung lượng nặng quá,dung_lượng nặng quá
bị cấm thi đấu vì chọn đúng đường,1,com.garena.game.kgvn,negative,vi,bị cấm thi đấu vì chọn đúng đường,bị cấm thi_đấu vì chọn đúng đường
"ghép trận toàn sv chơi game phá chuỗi thua liên tục gây tụt rank,ko đáng chơi nên xóa",1,com.garena.game.kgvn,negative,vi,ghép trận toàn người chơi chơi game phá chuỗi thua liên tục gây tụt rank không đáng chơi nên xóa,ghép trận toàn người chơi chơi game phá chuỗi_thua liên_tục gây tụt_rank không đáng chơi nên xóa
"38* còn 20* thề game ghép trận nể luôn ghép cho toàn "" tuyển thủ"" team mình , đi đơn đct 2 mà ghép cho tinh anh , đúng chịu",1,com.garena.game.kgvn,negative,vi,38 còn 20 thề game ghép trận nể luôn ghép cho toàn tuyển thủ team mình đi đơn đct 2 mà ghép cho tinh anh đúng chịu,38 còn 20 thề game ghép trận nể luôn ghép cho toàn tuyển_thủ team mình đi đơn đct 2 mà ghép cho tinh_anh đúng chịu
t chiệu game ghép như cái l,1,com.garena.game.kgvn,negative,vi,t chiệu game ghép như cái l,t chiệu game ghép như cái l
hệ thống ghép trận như nịt,1,com.garena.game.kgvn,negative,vi,hệ thống ghép trận như nịt,hệ_thống ghép trận như nịt
game chs hay mong gà rán cho mik nak thứ nguyên vệ thần,5,com.garena.game.kgvn,positive,vi,game chơi hay mong gà rán cho mik nak thứ nguyên vệ thần,game chơi hay mong gà rán cho mik nak thứ nguyên_vệ thần
"Cảm ơn Dady 🐔 cho 12kQh ,Game rất hay",5,com.garena.game.kgvn,positive,vi,cảm ơn dady cho 12kqh game rất hay,cảm_ơn dady cho 12 kqh game rất hay
game cho tuất chới,1,com.garena.game.kgvn,negative,vi,game cho tuất chới,game cho tuất chới
game toàn gép team mình gà team bạn chs hay game như skibidi,1,com.garena.game.kgvn,negative,vi,game toàn gép team mình gà team bạn chơi hay game như skibidi,game toàn gép team mình gà team bạn chơi hay game như skibidi
game hay mấy con gà máy yếu thì biết cc j😏😏😏😏😏😏🤐🤐🤐🤐🐓🐓🐓🐓🐓🐓🐤🐤,5,com.garena.game.kgvn,positive,vi,game hay mấy con gà máy yếu thì biết cc j,game hay mấy con gà máy_yếu thì biết cc j
chơi hay dễ chơi,3,com.garena.game.kgvn,neutral,vi,chơi hay dễ chơi,chơi hay dễ chơi
"game như lolll chơi cờ liên quân như may rủi, mất cân bằng tướng vcl. Tóm lại là game rác",1,com.garena.game.kgvn,negative,vi,game như lolll chơi cờ liên quân như may rủi mất cân bằng tướng vcl tóm lại là game rác,game như lolll chơi cờ liên_quân như may_rủi mất cân_bằng tướng vcl_tóm_lại là game rác
gặp đồng đội ngu như con bò ấy.,3,com.garena.game.kgvn,neutral,vi,gặp đồng đội ngu như con bò ấy,gặp đồng_đội ngu như con bò ấy
xếp rank nhu lon bò,1,com.garena.game.kgvn,negative,vi,xếp rank nhu lon bò,xếp rank nhu_lon bò
ghép trận tàn tạ,1,com.garena.game.kgvn,negative,vi,ghép trận tàn tạ,ghép trận tàn_tạ
game ghép không công bằng không nên chơi không nên tải về.,1,com.garena.game.kgvn,negative,vi,game ghép không công bằng không nên chơi không nên tải về,game ghép không công_bằng không nên chơi không nên tải về
tui thấy chơi hay mà chắc mấy ông ko hên thôi chứ tôi chơi chung v ah em vui gần chết ah em muốn team hay thì đi team 5,5,com.garena.game.kgvn,positive,vi,tui thấy chơi hay mà chắc mấy ông không hên thôi chứ tôi chơi chung v ah em vui gần chết ah em muốn team hay thì đi team 5,tui thấy chơi hay mà chắc mấy ông không hên thôi chứ tôi chơi chung v ah em vui gần chết ah em muốn team hay thì đi team 5
quá đã luônnn chơi rt mượt mà & ĐẲNG's CẤP,5,com.garena.game.kgvn,positive,vi,quá đã luônnn chơi rt mượt mà đẳng s cấp,quá đã luônnn chơi rt_mượt mà đẳng s cấp
cái cơ chế gì cân bằng tỉ lệ thắng gì đó ắ là 1 cái sự thất bại trong cân bằng game ắ ghép thì siêu lệch mà hình như muốn cho người chs về gank bang đầu muốn cày thì phải cái này là muốn người chs bỏ game hả mà chắc t bỏ game trước game làm khó hiểu vl ?,1,com.garena.game.kgvn,negative,vi,cái cơ chế gì cân bằng tỉ lệ thắng gì đó ắ là 1 cái sự thất bại trong cân bằng game ắ ghép thì siêu lệch mà hình như muốn cho người chơi về gank bang đầu muốn cày thì phải cái này là muốn người chơi bỏ game hả mà chắc t bỏ game trước game làm khó hiểu vl,cái cơ_chế gì cân_bằng tỉ_lệ thắng gì đó ắ là 1 cái sự thất_bại trong cân_bằng game ắ ghép thì siêu_lệch mà hình_như muốn cho người chơi về gank_bang đầu muốn cày thì phải cái này là muốn người chơi bỏ game hả mà chắc t bỏ game trước game làm_khó hiểu vl
toàn ghép cho tao toàn mấy đứa bị siđa,1,com.garena.game.kgvn,negative,vi,toàn ghép cho tao toàn mấy đứa bị siđa,toàn ghép cho tao toàn mấy đứa bị siđa
game hay nhưng chơi toàn thua,3,com.garena.game.kgvn,neutral,vi,game hay nhưng chơi toàn thua,game hay nhưng chơi toàn thua
"đã xoá game, cơ chế xếp đội quá hãm, toàn xếp sv",1,com.garena.game.kgvn,negative,vi,đã xoá game cơ chế xếp đội quá hãm toàn xếp người chơi,đã xóa game cơ_chế xếp đội quá hãm toàn xếp người chơi
chơi vài trận thắng là thua. chịu xóa game,1,com.garena.game.kgvn,negative,vi,chơi vài trận thắng là thua chịu xóa game,chơi vài trận thắng là thua chịu xóa game
"cho 0☆ luôn mới vừa,game nứng cc chúc china new year",1,com.garena.game.kgvn,negative,vi,cho 0 luôn mới vừa game nứng cc chúc china new year,cho 0 luôn mới vừa game_nứng cc chúc china new year
"ghép team ko đúng trình độ. team mik thì toand test tướng,phá game,afk->team bn thì đánh như tuyển thủ",1,com.garena.game.kgvn,negative,vi,ghép team không đúng trình độ team mik thì toand test tướng phá game afk team bn thì đánh như tuyển thủ,ghép team không đúng trình_độ team_mik thì toand test_tướng phá game afk team bn thì đánh như tuyển_thủ
game càng ngày càng rác tố cáo hack quay vd gửi rồi mà vẫn ko thấy khoá,1,com.garena.game.kgvn,negative,vi,game càng ngày càng rác tố cáo hack quay vd gửi rồi mà vẫn không thấy khoá,game càng_ngày_càng rác tố_cáo hack quay vd gửi rồi mà vẫn không thấy khóa
"Chào Garena, mình dùng máy Galaxy A25 5G (Chip Exynos 1280), vừa cập nhật lên One UI 8.0 nhưng mà vẫn không bật được HD ạ.mong garena hỗ trợ",2,com.garena.game.kgvn,negative,vi,chào garena mình dùng máy galaxy a25 5g chip exynos 1280 vừa cập nhật lên one ui 8 0 nhưng mà vẫn không bật được hd ạ mong garena hỗ trợ,chào garena mình dùng máy galaxy a25 5 g chip exynos 1280 vừa cập_nhật lên one ui 8 0 nhưng_mà vẫn không bật được hd ạ mong garena hỗ_trợ
game oc c toàn ghép chung với máy,1,com.garena.game.kgvn,negative,vi,game oc c toàn ghép chung với máy,game oc c toàn ghép chung với máy
game j mà cơ chế ghép trận mà muốn bỏ game,1,com.garena.game.kgvn,negative,vi,game j mà cơ chế ghép trận mà muốn bỏ game,game j mà cơ_chế ghép trận mà muốn bỏ game
"Ghép toàn thứ tạp nham gì không, di chuyển lớ ngớ,bị bắt kẻ, không biết lên đồ,tranh lane,chs thua sv mà còn lên giọng với ngta, không biết pick tướng,toàn rank cth ghép vàng,bk,đồng yêu cầu sửa lại cách ghép đội người với người, đừng bắt rank cao gánh rank thấp",1,com.garena.game.kgvn,negative,vi,ghép toàn thứ tạp nham gì không di chuyển lớ ngớ bị bắt kẻ không biết lên đồ tranh lane chơi thua người chơi mà còn lên giọng với ngta không biết pick tướng toàn rank cth ghép vàng bk đồng yêu cầu sửa lại cách ghép đội người với người đừng bắt rank cao gánh rank thấp,ghép toàn thứ tạp_nham gì không di_chuyển lớ ngớ bị bắt_kẻ không biết lên đồ tranh_lane chơi thua người chơi mà_còn lên giọng với ngta không biết pick_tướng toàn rank cth ghép vàng bk đồng yêu_cầu sửa lại cách ghép đội người với người đừng bắt rank cao_gánh rank thấp
game lag vãi cúc,1,com.garena.game.kgvn,negative,vi,game lag vãi cúc,game lag vãi cúc
"Toàn ghép lệch rank với máy,đánh thì ngu,tật,đề nghị sửa lại hệ thống ghép trận đấu hạng",1,com.garena.game.kgvn,negative,vi,toàn ghép lệch rank với máy đánh thì ngu tật đề nghị sửa lại hệ thống ghép trận đấu hạng,toàn ghép lệch rank với máy đánh thì ngu_tật đề_nghị sửa lại hệ_thống ghép trận đấu hạng
game nhu cc tỉ lệ chs rank đơn gặp toàn bọn occ ko,1,com.garena.game.kgvn,negative,vi,game nhu cc tỉ lệ chơi rank đơn gặp toàn bọn occ không,game nhu_cc tỉ_lệ chơi rank đơn gặp toàn bọn occ không
game mất công bằng,1,com.garena.game.kgvn,negative,vi,game mất công bằng,game mất_công_bằng
200ms hoài mới đóng tiền wifi xong mà 200ms sao chơi lúc mà chơi team kia ko có skin xịn thì mượt mà có 2s hay 3s là lag đt iphone 11,1,com.garena.game.kgvn,negative,vi,200ms hoài mới đóng tiền wifi xong mà 200ms sao chơi lúc mà chơi team kia không có skin xịn thì mượt mà có 2s hay 3s là lag đt iphone 11,200 ms hoài mới đóng tiền wifi xong mà 200 ms sao chơi lúc mà chơi team kia không có skin xịn thì mượt_mà có 2 s hay 3 s là lag đt iphone 11
ghép toàn lũ oc,1,com.garena.game.kgvn,negative,vi,ghép toàn lũ oc,ghép toàn lũ oc
👍👍👍👍👍,5,com.garena.game.kgvn,positive,vi,,
game rất hay,5,com.garena.game.kgvn,positive,vi,game rất hay,game rất hay
"game gắn bó vs t 5 năm r nên t ko nỡ xoá thôi chứ bgio lỗi tùm lum ra, ghép team thì toàn bọn phá game afk, cướp lane, mệt lắm",4,com.garena.game.kgvn,positive,vi,game gắn bó vs t 5 năm rồi nên t không nỡ xoá thôi chứ bgio lỗi tùm lum ra ghép team thì toàn bọn phá game afk cướp lane mệt lắm,game gắn_bó vs t 5 năm rồi nên t không nỡ xóa thôi chứ bgio lỗi tùm_lum ra ghép team thì toàn bọn phá game afk cướp lane mệt lắm
game như c chơi ghép chúng team óc k cân bằng trận,1,com.garena.game.kgvn,negative,vi,game như c chơi ghép chúng team óc không cân bằng trận,game như c chơi ghép chúng team_óc không cân_bằng trận
Lúc cày uy tính chỉ hồi được tối đa 3 uy tín ko hồi thêm được nữa còn lúc AFK thì lại trừ vô số,1,com.garena.game.kgvn,negative,vi,lúc cày uy tính chỉ hồi được tối đa 3 uy tín không hồi thêm được nữa còn lúc afk thì lại trừ vô số,lúc cày uy_tính chỉ hồi được tối_đa 3 uy_tín không hồi thêm được nữa còn lúc afk thì lại trừ vô_số
Lại cập nhật oy chán,5,com.garena.game.kgvn,positive,vi,lại cập nhật oy chán,lại cập_nhật oy chán
Ghép team toàn gặp sv đứa thì AFK đứa thì phá game team bạn đánh như tuyển thủ chuyên nghiệp team đánh như cức anh gà ghép trận như quần què người ta t xóa game,1,com.garena.game.kgvn,negative,vi,ghép team toàn gặp người chơi đứa thì afk đứa thì phá game team bạn đánh như tuyển thủ chuyên nghiệp team đánh như cức anh gà ghép trận như quần què người ta t xóa game,ghép team toàn gặp người chơi đứa thì afk đứa thì phá game team bạn đánh như tuyển_thủ chuyên_nghiệp team đánh như cức anh gà ghép trận như quần_què người ta t xóa game
tru uy tin cc,1,com.garena.game.kgvn,negative,vi,tru uy tin cc,tru uy_tin cc
chán game ghép toàn phá chịu game rác vc,1,com.garena.game.kgvn,negative,vi,chán game ghép toàn phá chịu game rác vc,chán game ghép toàn phá chịu game rác vc
5 sao vì raz có màu sicula,5,com.garena.game.kgvn,positive,vi,5 sao vì raz có màu sicula,5 sao vì raz có màu sicula
game hay lắm nha khuyến khích chơi,5,com.garena.game.kgvn,positive,vi,game hay lắm nha khuyến khích chơi,game hay lắm nha khuyến_khích chơi
rác,1,com.garena.game.kgvn,negative,vi,rác,rác
ghép toàn sv,1,com.garena.game.kgvn,negative,vi,ghép toàn người chơi,ghép toàn người chơi
game như l thua chuỗi 8 rồi vẫn thua tiếp chả hiểu ghép kiểu j lệch trình vcl cthu mà ghép đc cả kc,1,com.garena.game.kgvn,negative,vi,game như l thua chuỗi 8 rồi vẫn thua tiếp chả hiểu ghép kiểu j lệch trình vcl cthu mà ghép đc cả kc,game như l_thua chuỗi 8 rồi vẫn thua tiếp chả hiểu ghép kiểu j lệch trình vcl cthu mà ghép đc cả kc
"mặc dù là mình phối trang bị đúng rồi nhưng vẫn bị trừ điểm uy tín mà máy báo là trang bị troll,sửa lại giùm",1,com.garena.game.kgvn,negative,vi,mặc dù là mình phối trang bị đúng rồi nhưng vẫn bị trừ điểm uy tín mà máy báo là trang bị troll sửa lại giùm,mặc_dù là mình phối trang_bị đúng rồi nhưng vẫn bị trừ điểm uy_tín mà máy báo là trang_bị troll sửa lại giùm
nếu tâm trạng ko tốt thì hãy tâm sự với krixi nhé thích nhất krixi,5,com.garena.game.kgvn,positive,vi,nếu tâm trạng không tốt thì hãy tâm sự với krixi nhé thích nhất krixi,nếu tâm_trạng không tốt thì hãy tâm_sự với krixi nhé thích nhất krixi
lag vl,1,com.garena.game.kgvn,negative,vi,lag vl,lag vl
"oke ko nói nhiều tuy chơi bằng máy cũ xong hỏng nhưng ko sao lại mua máy mới chơi tiếp,game oke nhưng tăng lại sức mạnh cho Alan đc ko?",5,com.garena.game.kgvn,positive,vi,oke không nói nhiều tuy chơi bằng máy cũ xong hỏng nhưng không sao lại mua máy mới chơi tiếp game oke nhưng tăng lại sức mạnh cho alan đc không,oke không nói nhiều tuy chơi bằng máy cũ xong hỏng nhưng không sao lại mua máy mới chơi tiếp game oke nhưng tăng lại sức_mạnh cho alan đc không
mạng đang căng tại sao lại 200ms ??,3,com.garena.game.kgvn,neutral,vi,mạng đang căng tại sao lại 200ms,mạng đang căng tại_sao lại 200 ms
game toàn người chơi phá gank cướp vị trí,3,com.garena.game.kgvn,neutral,vi,game toàn người chơi phá gank cướp vị trí,game toàn người chơi phá gank cướp vị_trí
game toàn trẻ trâu phá game tranh đường,1,com.garena.game.kgvn,negative,vi,game toàn trẻ trâu phá game tranh đường,game toàn trẻ trâu phá game tranh đường
"mẹ có cái t bình thường cũg bị vi phạm nữa, game tối ưu skin vậy như cưk,3s tối thượng mà xấu hơn 2s nx",1,com.garena.game.kgvn,negative,vi,mẹ có cái t bình thường cũg bị vi phạm nữa game tối ưu skin vậy như cưk 3s tối thượng mà xấu hơn 2s nx,mẹ có cái t bình_thường cũg bị vi_phạm nữa game tối_ưu_skin vậy như cưk 3 s tối_thượng mà xấu hơn 2 s nx
"giờ ghép trận toàn loại kiểu j, game ko còn như xưa",3,com.garena.game.kgvn,neutral,vi,giờ ghép trận toàn loại kiểu j game không còn như xưa,giờ ghép trận toàn loại kiểu j_game không còn như xưa
game ghép chung đồng đội dell j ks ko,1,com.garena.game.kgvn,negative,vi,game ghép chung đồng đội không j ks không,game ghép chung đồng_đội không j ks không
tôi thấy rất vui,5,com.garena.game.kgvn,positive,vi,tôi thấy rất vui,tôi thấy rất vui
ghép toàn tuất,1,com.garena.game.kgvn,negative,vi,ghép toàn tuất,ghép toàn tuất
biết ghép teem ko vậy,1,com.garena.game.kgvn,negative,vi,biết ghép teem không vậy,biết ghép teem không vậy
hay vãi,5,com.garena.game.kgvn,positive,vi,hay vãi,hay vãi
"Hệ thống ghép đội của Liên Quân thực sự là một thảm họa khi liên tục bắt tôi phải chung team với những thành phần ""trẻ trâu"" phá game.​Tôi không thể chịu đựng nổi việc nỗ lực leo rank nhưng lại bị kìm chân bởi những đồng đội tranh lane, AFK và chửi bới vô văn hóa.​Thuật toán matchmaking dường như đang cố tình sắp xếp người chơi nghiêm túc vào những trận đấu không thể thắng nổi. ​Tại sao những kẻ phá hoại trải nghiệm người khác vẫn nhan nhản mà không bị hệ thống xử lý thích đáng?tôi rất bức xúc",1,com.garena.game.kgvn,negative,vi,hệ thống ghép đội của liên quân thực sự là một thảm họa khi liên tục bắt tôi phải chung team với những thành phần trẻ trâu phá game tôi không thể chịu đựng nổi việc nỗ lực leo rank nhưng lại bị kìm chân bởi những đồng đội tranh lane afk và chửi bới vô văn hóa thuật toán matchmaking dường như đang cố tình sắp xếp người chơi nghiêm túc vào những trận đấu không thể thắng nổi tại sao những kẻ phá hoại trải nghiệm người khác vẫn nhan nhản mà không bị hệ thống xử lý thích đáng tôi rất bức xúc,hệ_thống ghép đội của liên_quân thực_sự là một thảm_họa khi liên_tục bắt tôi phải chung_team với những thành_phần trẻ trâu phá game tôi không_thể chịu_đựng nổi việc nỗ_lực leo_rank nhưng lại bị kìm_chân bởi những đồng_đội tranh lane_afk và chửi_bới vô_văn hóa_thuật toán_matchmaking dường_như đang cố_tình sắp_xếp người chơi nghiêm_túc vào những trận đấu không_thể thắng nổi tại_sao những kẻ phá_hoại trải_nghiệm người khác vẫn nhan_nhản mà không bị hệ_thống xử_lý thích_đáng tôi rất bức_xúc
nốt sinh nhật 10 tuổi hưởng dương là vừa đi,1,com.garena.game.kgvn,negative,vi,nốt sinh nhật 10 tuổi hưởng dương là vừa đi,nốt sinh_nhật 10 tuổi hưởng_dương là vừa đi
giúp tôi giải trí.,5,com.garena.game.kgvn,positive,vi,giúp tôi giải trí,giúp tôi giải_trí
"đề nghị game sửa lại phần tải,chứ mỗi lần vào là game lại lag mà còn tự tải nữa chứ",1,com.garena.game.kgvn,negative,vi,đề nghị game sửa lại phần tải chứ mỗi lần vào là game lại lag mà còn tự tải nữa chứ,đề_nghị game sửa lại phần_tải chứ mỗi lần vào là game lại lag mà_còn tự_tải nữa chứ
ghép team như l chơi gặp afk phá game hack,1,com.garena.game.kgvn,negative,vi,ghép team như l chơi gặp afk phá game hack,ghép team như l chơi gặp afk phá game hack
Game rác.,1,com.garena.game.kgvn,negative,vi,game rác,game rác
"Lúc nào ghép team cũng có ng afk,phá game, mod skin gây lag,..tố cáo thì bị trừ mỗi 3-5, có khi k trừ, còn mấy b k cố ý, văng game,.. thì bị trừ 7-9 ut. Team mình thì toàn súc vật tật nguyền đầu thai biết chơi game. Team bạn như tuyển thủ Sgp lai bâng. Ghép thì còn ghép trúng máy, mấy thằng chửi tố cáo thì không bị gì, mấy ng nói câu bình thường th tố cáo cũng bị cấm chat. Game thì giật lag, không chơi được. Hiểu sao kh nổi 4sao.",1,com.garena.game.kgvn,negative,vi,lúc nào ghép team cũng có người afk phá game mod skin gây lag tố cáo thì bị trừ mỗi 3 5 có khi không trừ còn mấy b không cố ý văng game thì bị trừ 7 9 ut team mình thì toàn súc vật tật nguyền đầu thai biết chơi game team bạn như tuyển thủ sgp lai bâng ghép thì còn ghép trúng máy mấy thằng chửi tố cáo thì không bị gì mấy người nói câu bình thường th tố cáo cũng bị cấm chat game thì giật lag không chơi được hiểu sao kh nổi 4sao,lúc_nào ghép team cũng có người afk phá game mod skin gây lag tố_cáo thì bị trừ mỗi 3 5 có_khi không trừ còn mấy b không cố_ý văng game thì bị trừ 7 9 ut team mình thì toàn súc_vật tật_nguyền đầu_thai biết chơi game team bạn như tuyển_thủ sgp lai bâng_ghép thì còn ghép trúng máy mấy thằng chửi tố_cáo thì không bị gì mấy người nói câu bình_thường th tố_cáo cũng bị cấm chat_game thì giật_lag không chơi được hiểu sao kh nổi 4 sao
hay nha ní,5,com.garena.game.kgvn,positive,vi,hay nha ní,hay nha ní
hay giúp tăng tính chiến thuật,5,com.garena.game.kgvn,positive,vi,hay giúp tăng tính chiến thuật,hay giúp tăng tính chiến_thuật
tui thấy nó chơi vui v@i,4,com.garena.game.kgvn,positive,vi,tui thấy nó chơi vui v i,tui thấy nó chơi vui v i
Thống kê trận đấu nguuu bò,1,com.garena.game.kgvn,negative,vi,thống kê trận đấu nguuu bò,thống_kê trận đấu nguuu bò
Trêu champ wirro đấy à . Bao giờ em ghệ t mới có skin,1,com.garena.game.kgvn,negative,vi,trêu champ wirro đấy à bao giờ em ghệ t mới có skin,trêu champ wirro đấy à bao_giờ em ghệ t mới có skin
Phiên bản mới cập nhật lỗi. Thỉnh thoảng bị đẩy ra k và đơ luôn ứng dụng k vào lại đc trong khi máy vẫn hoạt động bình thường,1,com.garena.game.kgvn,negative,vi,phiên bản mới cập nhật lỗi thỉnh thoảng bị đẩy ra không và đơ luôn ứng dụng không vào lại đc trong khi máy vẫn hoạt động bình thường,phiên_bản mới cập_nhật lỗi thỉnh_thoảng bị đẩy ra không và đơ luôn ứng_dụng không vào lại đc trong khi máy vẫn hoạt_động bình_thường
gép toàn l,1,com.garena.game.kgvn,negative,vi,gép toàn l,gép toàn l
"ad ôi, cụ thể hnay và hqua, mỗi lần chờ vào trận đc khoảng 10 giây là bị văng game, vào lại cx bị văng, ảnh hưởng đến cảm xúc chơi game và uy tín của tài khoản, mong ad sửa chữa sớm",3,com.garena.game.kgvn,neutral,vi,ad ôi cụ thể hnay và hqua mỗi lần chờ vào trận đc khoảng 10 giây là bị văng game vào lại cũng bị văng ảnh hưởng đến cảm xúc chơi game và uy tín của tài khoản mong ad sửa chữa sớm,ad ôi cụ_thể hnay và hqua mỗi lần chờ vào trận đc khoảng 10 giây là bị văng game vào lại cũng bị văng ảnh_hưởng đến cảm_xúc chơi game và uy_tín của tài_khoản mong ad sửa_chữa sớm
game ghép toàn thú,1,com.garena.game.kgvn,negative,vi,game ghép toàn thú,game ghép toàn thú
chơi tàn chuỗi thua,2,com.garena.game.kgvn,negative,vi,chơi tàn chuỗi thua,chơi tàn_chuỗi thua
game rất hay hi vọng anh gà sẽ cho nhiều skin đẹp và free hơn,5,com.garena.game.kgvn,positive,vi,game rất hay hi vọng anh gà sẽ cho nhiều skin đẹp và free hơn,game rất hay hi_vọng anh gà sẽ cho nhiều skin đẹp và free hơn
game như củ lờ từ vụ yue hạt gạo đến vụ cài cắm CNY. giờ lại còn ko tối ưu hóa game đi cứ lúc giao tranh đ ai làm gì cũng lag lag bực hết cả mình,1,com.garena.game.kgvn,negative,vi,game như củ lờ từ vụ yue hạt gạo đến vụ cài cắm cny giờ lại còn không tối ưu hóa game đi cứ lúc giao tranh đ ai làm gì cũng lag lag bực hết cả mình,game như củ_lờ từ vụ yue hạt gạo đến vụ cài cắm cny giờ lại còn không tối_ưu_hóa game đi cứ lúc giao tranh đ ai làm gì cũng lag lag bực_hết cả mình
game như c,1,com.garena.game.kgvn,negative,vi,game như c,game như c
ghép toàn mấy tk sv đề nghị liên quân trừ uy tín nặng,1,com.garena.game.kgvn,negative,vi,ghép toàn mấy tk người chơi đề nghị liên quân trừ uy tín nặng,ghép toàn mấy tk người chơi đề_nghị liên_quân trừ uy_tín nặng
tỉ lệ ghép trận không hề cân bằng đồi mình như tạ nghìn cân còn đội bạn đánh như thần,1,com.garena.game.kgvn,negative,vi,tỉ lệ ghép trận không hề cân bằng đồi mình như tạ nghìn cân còn đội bạn đánh như thần,tỉ_lệ ghép trận không hề cân_bằng đồi mình như tạ nghìn cân còn đội bạn đánh như thần
