app,content,score,sentiment,review_clean,review_segmented,language,original_label,cleaned_label,text_pred,text_conf,text_reason,final_label,decision_type,final_confidence
Tiki,Làm ơn tat dùm cái quảng cáo vô duyên quá (...sao mà nó khó...),1,negative,làm ơn tat dùm cái quảng cáo vô duyên quá sao mà nó khó,làm ơn tat_dùm cái quảng_cáo vô_duyên quá sao mà nó khó,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Tiki,"Tui thấy app này như cái j á, vào tìm đơn hàng mà xong ghi hàng 1k cái nó ra hàng mấy trăm , còn rất rắc rối nữa chả hiểu kiểu j luôn á",1,negative,tui thấy app này như cái j á vào tìm đơn hàng mà xong ghi hàng 1k cái nó ra ha ng mấy trăm còn rất rắc rối nư a cha hiê u kiê u j luôn á,tui thấy app này như cái j á vào tìm đơn hàng mà xong ghi hàng 1 k cái nó ra ha ng mấy trăm còn rất rắc_rối_nư a_cha hiê_u kiê_u j luôn á,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Tiki,Ko hài lòng vs app này hàng đắt quá 😤,1,negative,không hài lòng vs app này hàng đắt quá,không hài_lòng vs_app này hàng đắt quá,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Tiki,Tiền ship trên trời mua món hàng 50k Tiền ship 44k,1,negative,tiền ship trên trời mua món hàng 50k tiền ship 44k,tiền ship trên trời mua món hàng 50 k tiền ship 44 k,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,có vài shop giao chậm ý=))) nhma kh sao hàng vẫn ok lắm,5,positive,có vài cửa hàng giao chậm ý nhma kh sao hàng vẫn ok lắm,có vài cửa_hàng giao chậm_ý nhma kh sao hàng vẫn ok lắm,vi,0,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Lazada,đồ xịn mà phí vận chuyển mắc quá. liên kết tài khoản hay bị lỗi qá mong xem xét lại,5,positive,đồ xịn mà phí vận chuyển mắc quá liên kết tài khoản hay bị lỗi qá mong xem xét lại,đồ xịn mà phí vận_chuyển mắc quá liên_kết tài_khoản hay bị lỗi qá mong xem_xét lại,vi,0,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,đặt hàng nó cứ kêu thêm số xong kh đặt đc,1,negative,đặt hàng nó cứ kêu thêm số xong kh đặt được,đặt_hàng nó cứ kêu thêm số xong kh đặt được,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,"tự nhiên bị gắn cờ phát hiện hoạt động bất thường và không áp được mã giảm giá,chat hỗ trợ thì đưa con AI nó trả lời vòng vo.chán",1,negative,tự nhiên bị gắn cờ phát hiện hoạt động bất thường và không áp được mã giảm giá chat hỗ trợ thì đưa con ai nó trả lời vòng vo chán,tự_nhiên bị gắn cờ phát_hiện hoạt_động bất_thường và không áp được mã giảm_giá chat hỗ_trợ thì đưa con ai nó trả_lời vòng_vo chán,vi,0,0,0.0,0.6,1 từ tiêu cực,0.0,score_based,1.0
Tiki,"Giao hàng lâu quá, trễ 21 ngày rồi trời ơi là trời",1,negative,giao hàng lâu quá trễ 21 ngày rồi trời ơi là trời,giao hàng lâu quá trễ 21 ngày rồi trời ơi_là trời,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,"mọi thứ đều OK, khá hoàn tất nhưng còn vài lỗi nhỏ, nói chung ngon",4,positive,mọi thứ đều ok khá hoàn tất nhưng còn vài lỗi nhỏ nói chung ngon,mọi thứ đều ok khá hoàn_tất nhưng còn vài lỗi nhỏ nói_chung ngon,vi,0,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,lỗi áp,1,negative,lỗi áp,lỗi áp,vi,0,0,0.0,0.6,1 từ tiêu cực,0.0,score_based,1.0
Shopee,"bớt qc đi, lướt đ đâu chỗ nào cũng xuất hiện qc, suốt ngày bị dẫn chuyển sang shope khó chịu kinh khủng, cải thiện app mẹ đi cứ đẩy QC nhiều, chỉ gây ức chế thôi???. học hỏi app mua sắm khác ấy nó cũng có qc nhiều v đâu",1,negative,bớt qc đi lướt đ đâu chỗ nào cũng xuất hiện qc suốt ngày bị dẫn chuyển sang shope khó chịu kinh khủng cải thiện app mẹ đi cứ đẩy qc nhiều chỉ gây ức chế thôi học hỏi app mua sắm khác ấy nó cũng có qc nhiều v đâu,bớt qc đi lướt đ đâu chỗ nào cũng xuất_hiện qc suốt ngày bị dẫn chuyển sang shope khó_chịu kinh_khủng cải_thiện app mẹ đi cứ đẩy qc nhiều chỉ gây ức_chế thôi học_hỏi app mua_sắm khác ấy nó cũng có qc nhiều v đâu,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Tiki,Tui cho bốn sao vì khi tải về rất lâu 🤬🤬🤬🤬🤬🤬🤬🤬🤬,4,positive,tui cho bốn sao vì khi tải về rất lâu,tui cho bốn sao vì khi tải về rất lâu,vi,0,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Lazada,khôn tót,1,negative,khôn tót,khôn_tót,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,"App quá chán,giao hàng tận 15 ngày tiền ship bằng tiền hàng",1,negative,app quá chán giao hàng tận 15 ngày tiền ship bằng tiền hàng,app quá chán giao hàng tận 15 ngày tiền ship bằng tiền hàng,vi,0,0,0.0,0.6,1 từ tiêu cực,0.0,score_based,1.0
Lazada,Lazada óc cc dm m,1,negative,lazada óc cc dm m,lazada_óc cc dm m,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,chăm sóc khách hàng quá chán! thực sự tệ,1,negative,chăm sóc khách hàng quá chán thực sự tệ,chăm_sóc khách_hàng quá chán_thực_sự tệ,vi,0,0,0.0,0.7,2 từ tiêu cực,0.0,score_based,1.0
Lazada,đặt đơn mất tiền không nhận được hàng .nhân viên hổ trợ cũng không giải quyết được . mọi người nên qua Shopee hoặc tiktok đặt cho chắc ăn nhé kẻo mất tiền đó,1,negative,đặt đơn mất tiền không nhận được hàng nhân viên hổ trợ cũng không giải quyết được mọi người nên qua shopee hoặc tiktok đặt cho chắc ăn nhé kẻo mất tiền đó,đặt đơn mất tiền không nhận được hàng nhân_viên hổ_trợ cũng không giải_quyết được mọi người nên qua shopee hoặc tiktok đặt cho chắc_ăn nhé_kẻo mất tiền đó,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,"1 sao, mã giảm giá cùi bắp chưa xài mà bị lỗi, khiếu nại thì kiu đợi 4-5 tuần làm ăn như qq",1,negative,1 sao mã giảm giá cùi bắp chưa xài mà bị lỗi khiếu nại thì kiu đợi 4 5 tuần làm ăn như qq,1 sao_mã giảm_giá cùi bắp chưa xài mà bị lỗi khiếu_nại thì kiu đợi 4 5 tuần làm_ăn như qq,vi,0,0,0.0,0.6,1 từ tiêu cực,0.0,score_based,1.0
Tiki,"Không giao hàng đúng hạn, cskh hẹn trả lời nhưng không gọi",1,negative,không giao hàng đúng hạn cskh hẹn trả lời nhưng không gọi,không giao hàng đúng hạn cskh hẹn trả_lời nhưng không gọi,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,má nó đặt rồi cứ tự hủy lon shoppe djt mẹ no,1,negative,má nó đặt rồi cứ tự hủy lon shoppe djt mẹ no,má nó đặt rồi cứ tự hủy lon shoppe djt mẹ no,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,"Sử dụng Lazada mấy năm trời, nhất quyết không qua shopee dù có giá rẻ hơn. Dạo nay có Tmall săn được hàng giá tốt bên Trung Quốc nên quay lại. Xong tự nhiên mất hết voucher, không cho thu thập hay lưu voucher Tmall, Lazmall nào cả. Thật sự quá thất vọng.",1,negative,sử dụng lazada mấy năm trời nhất quyết không qua shopee dù có giá rẻ hơn dạo nay có tmall săn được hàng giá tốt bên trung quốc nên quay lại xong tự nhiên mất hết voucher không cho thu thập hay lưu voucher tmall lazmall nào cả thật sự quá thất vọng,sử_dụng lazada mấy năm trời nhất_quyết không qua shopee dù có giá rẻ hơn dạo nay có tmall săn được hàng giá tốt bên trung_quốc nên quay lại xong tự_nhiên mất hết voucher không cho thu_thập hay lưu_voucher tmall lazmall nào cả thật_sự quá thất_vọng,vi,0,0,1.0,0.7,3 từ tích cực,0.0,score_based,1.0
Lazada,"Lazada làm ăn phát chán đặt hàng cũng không cho, đang yên đang lành tự dưng bị bất thường dính vào mấy cái lỗi vô lí bảo nhân viên fix thì mãi chả thấy fix được, kêu do hệ thống quét mà trong khi không làm gì sai cũng lỗi, càng ngày càng đi xuống, góp ý thì nhân viên bảo đã tiếp thu nhưng vẫn như vậy chả thấy tiến triển chỗ nào, app làm ăn chán quả này chắc sập cũng nên.",1,negative,lazada làm ăn phát chán đặt hàng cũng không cho đang yên đang lành tự dưng bị bất thường dính vào mấy cái lỗi vô lí bảo nhân viên fix thì mãi chả thấy fix được kêu do hệ thống quét mà trong khi không làm gì sai cũng lỗi càng ngày càng đi xuống góp ý thì nhân viên bảo đã tiếp thu nhưng vẫn như vậy chả thấy tiến triển chỗ nào app làm ăn chán quả này chắc sập cũng nên,lazada làm_ăn phát_chán đặt_hàng cũng không cho đang yên đang lành tự_dưng bị bất_thường dính vào mấy cái lỗi vô_lí bảo nhân_viên fix thì mãi chả thấy fix được kêu do hệ_thống quét mà trong khi không làm gì sai cũng lỗi càng_ngày_càng đi xuống góp_ý thì nhân_viên bảo đã tiếp_thu nhưng vẫn như_vậy chả thấy tiến_triển chỗ nào app làm_ăn chán_quả này chắc sập cũng_nên,vi,0,0,0.0,0.7,2 từ tiêu cực,0.0,score_based,1.0
Lazada,"mình ko có lỗi gì mà hệ thống báo lỗi oc01 báo mình mua hàng không vì mục đích cá nhân, yêu cầu gỡ lỗi cho mình, trải nghiệm thấy rất khó chịu",1,negative,mình không có lỗi gì mà hệ thống báo lỗi oc01 báo mình mua hàng không vì mục đích cá nhân yêu cầu gỡ lỗi cho mình trải nghiệm thấy rất khó chịu,mình không có lỗi gì mà hệ_thống báo lỗi oc01 báo mình mua hàng_không vì mục_đích cá_nhân yêu_cầu gỡ lỗi cho mình trải_nghiệm thấy rất khó_chịu,vi,0,0,0.0,0.6,1 từ tiêu cực,0.0,score_based,1.0
Shopee,Làm ơn quản lý bên kho vận chuyển dùm cái. Bị lấy hàng xong giao thùng không 💢,2,negative,làm ơn quản lý bên kho vận chuyển dùm cái bị lấy hàng xong giao thùng không,làm ơn quản_lý bên kho vận_chuyển dùm cái bị lấy hàng xong giao thùng không,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Tiki,Có 1 cái dây cáp thôi mà hơn 1 ngày cx chưa giao tới,1,negative,có 1 cái dây cáp thôi mà hơn 1 ngày cũng chưa giao tới,có 1 cái dây_cáp thôi mà hơn 1 ngày cũng chưa giao tới,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,sau Tết hiều đơn hàng không được giao cũng không báo lại,1,negative,sau tết hiều đơn hàng không được giao cũng không báo lại,sau tết hiều_đơn hàng_không được giao cũng không báo lại,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,vừa tạo acc đã bị khóa?,1,negative,vừa tạo acc đã bị khóa,vừa tạo acc đã bị khóa,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,giao hàng lâu quá hạn giao,1,negative,giao hàng lâu quá hạn giao,giao hàng lâu quá hạn giao,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,"app bán hàng giao hàng trễ 5 ngày hàng đứng yên không di chuyển, yêu cầu hoàn tiền thì bắt đợi. App tồi tệ nhất mình biết.",1,negative,app bán hàng giao hàng trễ 5 ngày hàng đứng yên không di chuyển yêu cầu hoàn tiền thì bắt đợi app tồi tệ nhất mình biết,app bán hàng giao hàng trễ 5 ngày hàng đứng yên không di_chuyển yêu_cầu hoàn_tiền thì bắt đợi app tồi_tệ nhất mình biết,vi,0,0,0.0,0.6,1 từ tiêu cực,0.0,score_based,1.0
Lazada,Sắp cút khỏi VN rồi. Giờ đặt hàng không giao nữa. càng ngày càng tệ hại thảm bại thua shopee. App dùng bao lâu giờ gặp hiện tuọeng ko thèm giao thì chịu thua luôn. Đúng ra nên cho vote 0 star,1,negative,sắp cút khỏi vn rồi giờ đặt hàng không giao nữa càng ngày càng tệ hại thảm bại thua shopee app dùng bao lâu giờ gặp hiện tuọeng không thèm giao thì chịu thua luôn đúng ra nên cho vote 0 star,sắp cút khỏi vn rồi giờ đặt_hàng không giao nữa càng_ngày_càng tệ_hại thảm_bại thua shopee app dùng bao_lâu giờ gặp hiện_tuọeng không thèm giao thì chịu_thua luôn đúng_ra nên cho vote 0 star,vi,0,0,0.0,0.6,1 từ tiêu cực,0.0,score_based,1.0
Lazada,chấm hỏi thiệt chứ lần đầu tải về đăng kí tk hệ thống báo là tk bị khóa ngộ v ?,1,negative,chấm hỏi thiệt chứ lần đầu tải về đăng kí tk hệ thống báo là tk bị khóa ngộ v,chấm hỏi thiệt chứ lần đầu_tải về đăng_kí tk hệ_thống báo là tk bị khóa_ngộ v,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,"Các Ban Lazada có biết các bạn rất kém trong xử lý sự cố khi khách hàng phàn nàn về hệ thống tự khóa tk cr01, gửi email hỏi còn đổ thừa hệ thống...các bạn nên ngừng kinh doanh càng sớm càng tốt.",1,negative,các ban lazada có biết các bạn rất kém trong xử lý sự cố khi khách hàng phàn nàn về hệ thống tự khóa tk cr01 gửi email hỏi còn đổ thừa hệ thống các bạn nên ngừng kinh doanh càng sớm càng tốt,các ban lazada có biết các bạn rất kém trong xử_lý sự_cố khi khách_hàng phàn_nàn về hệ_thống tự khóa tk cr01 gửi email hỏi còn đổ thừa hệ_thống các bạn nên ngừng kinh_doanh càng sớm càng tốt,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,"j đâu bn mới mà ko được free ship nx, không có mã giảm nữa app như L, thà tải shopee còn sướng nữa, app như L, bạn mới mà không free ship, ko 1 mã giảm là sao vậy nhà phát hành 😡😡😡",1,negative,j đâu bn mới mà không được free ship nx không có mã giảm nữa app như l thà tải shopee còn sướng nữa app như l bạn mới mà không free ship không 1 mã giảm là sao vậy nhà phát hành,j đâu bn mới mà không được free ship nx không có mã giảm nữa app như l thà_tải shopee còn sướng nữa app như l bạn mới mà không free ship không 1 mã giảm là sao vậy nhà phát_hành,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,"Mua hàng đổi lấy cục tức, chính sách nát vụn, biện pháp giải quyết tệ hại, ngoài chữ chờ thì bắt khách thông cảm, t sắp tức điên r thông cảm bằng niềm tin",1,negative,mua hàng đổi lấy cục tức chính sách nát vụn biện pháp giải quyết tệ hại ngoài chữ chờ thì bắt khách thông cảm t sắp tức điên r thông cảm bằng niềm tin,mua hàng đổi lấy cục tức chính_sách nát vụn biện_pháp giải_quyết tệ_hại ngoài chữ chờ thì bắt khách thông_cảm t sắp tức điên_r thông_cảm bằng niềm tin,vi,0,0,0.0,0.6,1 từ tiêu cực,0.0,score_based,1.0
Tiki,App dùng siêu chán,1,negative,app dùng siêu chán,app dùng siêu_chán,vi,0,0,0.0,0.6,1 từ tiêu cực,0.0,score_based,1.0
Tiki,"Trước thích tiki, giờ bỏ ko muốn nữa quá chán",1,negative,trước thích tiki giờ bỏ không muốn nữa quá chán,trước thích tiki giờ bỏ không muốn nữa quá chán,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,"Ít mặc hàng, ship cao , qc chèn khắp nơi, nói chung không được gì",1,negative,ít mặc hàng ship cao qc chèn khắp nơi nói chung không được gì,ít mặc hàng ship cao qc_chèn khắp_nơi nói_chung không được gì,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Tiki,"muốn cái khóa tài khoản khách hàng, bảo nghi ngờ. Ủa trong khi không hề làm gì chỉ lên mua hàng đã thanh toán onl gọi lên giải quyết thì bảo không hỗ trợ về khóa tài khoản do nghi ngờ... nghi con mịa gì trong khi chỉ lên đặt hàng rồi thanh toán onl.",1,negative,muốn cái khóa tài khoản khách hàng bảo nghi ngờ ủa trong khi không hề làm gì chỉ lên mua hàng đã thanh toán onl gọi lên giải quyết thì bảo không hỗ trợ về khóa tài khoản do nghi ngờ nghi con mịa gì trong khi chỉ lên đặt hàng rồi thanh toán onl,muốn cái khóa tài_khoản khách_hàng bảo nghi_ngờ ủa trong khi không hề làm_gì chỉ lên mua hàng đã thanh_toán onl gọi lên giải_quyết thì bảo không hỗ_trợ về khóa tài_khoản do nghi_ngờ nghi con mịa gì trong khi chỉ lên đặt_hàng rồi thanh_toán onl,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,spam quảng cáo đểu,1,negative,spam quảng cáo đểu,spam quảng_cáo đểu,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,ae ko nên tải phí thời gian hàng giao về ko dùng được,1,negative,ae không nên tải phí thời gian hàng giao về không dùng được,ae không nên tải_phí thời_gian_hàng giao về không dùng được,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,"trải nghiệm rất tồi tệ, thức đêm săn có một cái camera xong bị hủy, không hiểu cái sàn mở ra làm gì, buôn bán không cho người ta mua, 1 sao",1,negative,trải nghiệm rất tồi tệ thức đêm săn có một cái camera xong bị hủy không hiểu cái sàn mở ra làm gì buôn bán không cho người ta mua 1 sao,trải_nghiệm rất tồi_tệ_thức đêm săn có một cái camera xong bị hủy không hiểu cái sàn mở ra làm gì buôn_bán không cho người ta mua 1 sao,vi,0,0,0.0,0.6,1 từ tiêu cực,0.0,score_based,1.0
Lazada,tiền ship cao,1,negative,tiền ship cao,tiền ship cao,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,làm ăn như gì á. đặt hàng k giao chứ hoàn về không. gọi đt Shopee trả lời như máy móc,1,negative,làm ăn như gì á đặt hàng không giao chứ hoàn về không gọi đt shopee trả lời như máy móc,làm_ăn như gì á đặt_hàng không giao chứ hoàn về không gọi đt_shopee trả_lời như máy_móc,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Tiki,"Giao hàng quá chậm, đặt xong mua chỗ khác dùng hỏng rồi vẫn chưa giao. Giá thì cái gì cũng đắt hơn chỗ khác.",1,negative,giao hàng quá chậm đặt xong mua chỗ khác dùng hỏng rồi vẫn chưa giao giá thì cái gì cũng đắt hơn chỗ khác,giao hàng quá chậm đặt xong mua chỗ khác dùng hỏng rồi vẫn chưa giao_giá thì cái gì cũng đắt hơn chỗ khác,vi,0,0,0.0,0.85,Có 'hỏng',0.0,score_based,1.0
Lazada,cũng được mà ko có bán nhiều đồ như shoppe,2,negative,cũng được mà không có bán nhiều đồ như shoppe,cũng được mà không có bán nhiều đồ như shoppe,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,bị khoá tài khoản lần đầu dùng app :))),1,negative,bị khoá tài khoản lần đầu dùng app,bị khóa tài_khoản lần đầu dùng app,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,"Mới vào mua sắm lần đầu bị khóa tk , lỗi F01, 02 gì đấy. Muốn mở lại thì ko đc , người mới sử dụng nếu mắc lỗi lần đầu vì ko biết mà thế thì chịu 🤔",1,negative,mới vào mua sắm lần đầu bị khóa tk lỗi f01 02 gì đấy muốn mở lại thì không được người mới sử dụng nếu mắc lỗi lần đầu vì không biết mà thế thì chịu,mới vào mua_sắm lần đầu bị khóa tk lỗi f01 02 gì đấy muốn mở lại thì không được người mới sử_dụng nếu mắc lỗi lần đầu vì không biết mà thế thì chịu,vi,0,0,0.0,0.6,1 từ tiêu cực,0.0,score_based,1.0
Shopee,Đang mua hàng mới đặt xong 2 món cái bị khoá acc luôn?? cảnh báo vi phạm về chia sẻ này kia trong khi hoạt động mới ch có kênh chả có bạn bè chả đăng cái gì lại bảo vi phạm chia sẻ hình ảnh ngk? mới hoạt động luôn đấy mã này kia k có bb chia sẻ cho ai chả có kênh gì cả tự nhiên đang đặt hàng bị khoá mất hết mấy đơn hàng trong giỏ chưa kịp đặt nữa???,1,negative,đang mua hàng mới đặt xong 2 món cái bị khoá acc luôn cảnh báo vi phạm về chia sẻ này kia trong khi hoạt động mới ch có kênh chả có bạn bè chả đăng cái gì lại bảo vi phạm chia sẻ hình ảnh ngk mới hoạt động luôn đấy mã này kia không có bb chia sẻ cho ai chả có kênh gì cả tự nhiên đang đặt hàng bị khoá mất hết mấy đơn hàng trong giỏ chưa kịp đặt nữa,đang mua hàng mới đặt xong 2 món cái bị khóa acc luôn cảnh_báo vi_phạm về chia_sẻ này kia trong khi hoạt_động mới ch có kênh chả có bạn_bè chả đăng cái gì lại bảo vi_phạm chia_sẻ hình_ảnh ngk mới hoạt_động luôn đấy_mã này kia không có bb chia_sẻ cho ai chả có kênh gì cả tự_nhiên đang đặt_hàng bị khóa mất hết mấy đơn hàng trong giỏ chưa kịp đặt nữa,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,săn sale được mã giảm giá đặt được đơn xong shop để hoài ko gửi hối shoppe cũng như ko cuối cùng đơn bị hủy.,1,negative,săn sale được mã giảm giá đặt được đơn xong cửa hàng để hoài không gửi hối shoppe cũng như không cuối cùng đơn bị hủy,săn sale được mã giảm_giá đặt được đơn xong cửa_hàng để hoài không gửi hối_shoppe cũng như không cuối_cùng đơn bị hủy,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,không giải quyết được gì,1,negative,không giải quyết được gì,không giải_quyết được gì,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,tồi tệ chưa từng thấy đơn hàng 5.5kg trên đường vận chuyển bị rạch còn có 3.1kg bọc lại xong lại in tem nhãn xong gửi cho khách 1 nhà chuyển phát lớn như này mà dám trộm hàng chưa thấy bên vận chuyển nào chơi kiểu đấy với khách cho xin số điện thoại hỗ trợ của lazada,1,negative,tồi tệ chưa từng thấy đơn hàng 5 5kg trên đường vận chuyển bị rạch còn có 3 1kg bọc lại xong lại in tem nhãn xong gửi cho khách 1 nhà chuyển phát lớn như này mà dám trộm hàng chưa thấy bên vận chuyển nào chơi kiểu đấy với khách cho xin số điện thoại hỗ trợ của lazada,tồi_tệ chưa từng thấy đơn hàng 5 5 kg trên đường vận_chuyển bị rạch còn có 3 1 kg bọc lại xong lại in tem nhãn xong gửi cho khách 1 nhà chuyển_phát lớn như này mà dám trộm hàng chưa thấy bên vận_chuyển nào chơi kiểu đấy với khách cho xin số điện_thoại hỗ_trợ của lazada,vi,0,0,0.0,0.6,1 từ tiêu cực,0.0,score_based,1.0
Shopee,"chu đáo, tận tâm, ít hàng kém chất lượng",5,positive,chu đáo tận tâm ít hàng kém chất lượng,chu_đáo tận_tâm ít hàng kém chất_lượng,vi,0,1,0.0,0.6,1 từ tiêu cực,1.0,score_based,1.0
Shopee,không mua được,1,negative,không mua được,không mua được,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Tiki,"App như cc. Đặt hôm 15/11, hơn tuần rưỡi thì tôi ko đợi dc nữa nên gửi phản hồi cho Tiki, hôm sau có phản hồi thì tự hủy đơn :)) Clm ko bao giờ dùng Tiki nữa",1,negative,app như cc đặt hôm 15 11 hơn tuần rưỡi thì tôi không đợi được nữa nên gửi phản hồi cho tiki hôm sau có phản hồi thì tự hủy đơn clm không bao giờ dùng tiki nữa,app như cc đặt hôm 15 11 hơn tuần rưỡi thì tôi không đợi được nữa nên gửi phản_hồi cho tiki hôm sau có phản_hồi thì tự hủy đơn clm không bao_giờ dùng tiki nữa,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Tiki,"Tiki như muốn đuổi khách, khóa tk, khóa now vô tội vạ, yêu cầu trả lời thì nv nói ko rõ ràng, sàn thương mại lớn mà làm ăn vớ vẩn, như kiểu chê khách lẻ, thế thì sớm mất hết khách thôi",1,negative,tiki như muốn đuổi khách khóa tk khóa now vô tội vạ yêu cầu trả lời thì nv nói không rõ ràng sàn thương mại lớn mà làm ăn vớ vẩn như kiểu chê khách lẻ thế thì sớm mất hết khách thôi,tiki như muốn đuổi khách khóa tk khóa_now vô_tội_vạ yêu_cầu trả_lời thì nv nói không rõ_ràng sàn thương_mại lớn mà làm_ăn vớ_vẩn như kiểu chê khách lẻ thế thì sớm mất hết khách thôi,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,del hiểu sao méo làm j đăng ký thôi cũng bị khoá liên tục gửi mã xác minh về gmail nhập thì bảo không hợp lệ,1,negative,del hiểu sao méo làm j đăng ký thôi cũng bị khoá liên tục gửi mã xác minh về gmail nhập thì bảo không hợp lệ,del hiểu sao méo làm j đăng_ký thôi cũng bị khóa liên_tục gửi_mã xác_minh về gmail_nhập thì bảo không hợp_lệ,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,1 sao không xứng,1,negative,1 sao không xứng,1 sao không xứng,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,ứng dụng lỗi liên tục,1,negative,ứng dụng lỗi liên tục,ứng_dụng lỗi liên_tục,vi,0,0,0.0,0.6,1 từ tiêu cực,0.0,score_based,1.0
Tiki,"Gặp shipper khu vực Bắc Từ Liêm hãm quá trễ có 1 phút nghe cuộc gọi đầu đã khó chịu với khách trễ 5 phút chắc đào mả tổ khách lên quá ,không chấp nhận được dịch vụ giao hàng bên tikinow phí tiền =))",1,negative,gặp shipper khu vực bắc từ liêm hãm quá trễ có 1 phút nghe cuộc gọi đầu đã khó chịu với khách trễ 5 phút chắc đào mả tổ khách lên quá không chấp nhận được dịch vụ giao hàng bên tikinow phí tiền,gặp shipper khu_vực bắc từ liêm_hãm quá trễ có 1 phút nghe cuộc_gọi đầu đã khó_chịu với khách trễ 5 phút chắc đào mả tổ khách lên quá không chấp_nhận được dịch_vụ giao hàng bên tikinow phí tiền,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,Trải nghiệm mua hàng cực kì tệ hại sàn k bảo vệ quyền lợi người mua yêu cầu hoàn hàng rắc rối bắt bẻ gây khó khăn. Không hỗ trợ khách hàng khi sản phẩm bị lỗi không sử dụng được. Shop bênh vực người bán bất chấp dù mua ở shope mail nhưng vẫn nhận dc hàng giả hàng nhái khi yêu cầu hoàn hàng thì lại bị hủy khiếu nại. Thái độ của nhân viên CSKH rất trịch thượng yêu cầu shop xem xét lại. H nên mua qua tiktok shop ít nhất quyền lợi người mua được đảm bảo,1,negative,trải nghiệm mua hàng cực kì tệ hại sàn không bảo vệ quyền lợi người mua yêu cầu hoàn hàng rắc rối bắt bẻ gây khó khăn không hỗ trợ khách hàng khi sản phẩm bị lỗi không sử dụng được cửa hàng bênh vực người bán bất chấp dù mua ở shope mail nhưng vẫn nhận được hàng giả hàng nhái khi yêu cầu hoàn hàng thì lại bị hủy khiếu nại thái độ của nhân viên cskh rất trịch thượng yêu cầu cửa hàng xem xét lại h nên mua qua tiktok cửa hàng ít nhất quyền lợi người mua được đảm bảo,trải_nghiệm mua hàng cực_kì tệ_hại sàn không bảo_vệ quyền_lợi người mua yêu_cầu hoàn_hàng rắc_rối bắt_bẻ gây khó_khăn không hỗ_trợ khách_hàng khi sản_phẩm bị lỗi không sử_dụng được cửa_hàng bênh_vực người bán bất_chấp dù mua ở shope_mail nhưng vẫn nhận được hàng giả hàng nhái khi yêu_cầu hoàn_hàng thì lại bị hủy khiếu_nại thái_độ của nhân_viên cskh rất trịch_thượng yêu_cầu cửa_hàng xem_xét lại h nên mua qua tiktok cửa_hàng ít_nhất quyền_lợi người mua được đảm_bảo,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
